;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization;text_stemming;category
3244;3244;Positif;Usai Berlibur, 388 Wisatawan Scan Check Out Peduli Lindungi di 4 Dermaga Keberangkatan Pulau Pemukiman Kepulauan SeribuÂ Utara  https://t.co/q1yX6COADE;usai berlibur wisatawan scan check out peduli lindungi di dermaga keberangkatan pulau pemukiman kepulauan seribuutara;['usai', 'berlibur', 'wisatawan', 'scan', 'check', 'out', 'peduli', 'lindungi', 'di', 'dermaga', 'keberangkatan', 'pulau', 'pemukiman', 'kepulauan', 'seribuutara'];['berlibur', 'wisatawan', 'scan', 'check', 'out', 'peduli', 'lindungi', 'dermaga', 'keberangkatan', 'pulau', 'pemukiman', 'kepulauan', 'seribuutara'];berlibur wisatawan scan check out peduli lindungi dermaga keberangkatan pulau pemukiman kepulauan seribuutara;libur wisatawan scan check out peduli lindung dermaga berangkat pulau mukim pulau seribuutara;1
3245;3245;Positif;@MahasiswaUMS Kalo gabisa donload pedulilindungi pake grab, shopee, gojek, tokped;kalo gabisa donload pedulilindungi pake grab shopee gojek tokped;['kalo', 'gabisa', 'donload', 'pedulilindungi', 'pake', 'grab', 'shopee', 'gojek', 'tokped'];['gabisa', 'donload', 'pedulilindungi', 'pake', 'grab', 'shopee', 'gojek', 'tokped'];enggak bisa donload pedulilindungi pakai grab shopee gojek tokped;enggak bisa donload pedulilindungi pakai grab shopee gojek tokped;1
3246;3246;Positif;Ayo unduh dan pasang aplikasi PeduliLindungi, bersama kita dukung program pemerintah dalam percepatan penanganan Covid 19 di Indonesia  https://t.co/JDiK4BwG67;ayo unduh dan pasang aplikasi pedulilindungi bersama kita dukung program pemerintah dalam percepatan penanganan covid di indonesia;['ayo', 'unduh', 'dan', 'pasang', 'aplikasi', 'pedulilindungi', 'bersama', 'kita', 'dukung', 'program', 'pemerintah', 'dalam', 'percepatan', 'penanganan', 'covid', 'di', 'indonesia'];['ayo', 'unduh', 'pasang', 'aplikasi', 'pedulilindungi', 'dukung', 'program', 'pemerintah', 'percepatan', 'penanganan', 'covid', 'indonesia'];ayo unduh pasang aplikasi pedulilindungi dukung program pemerintah percepatan penanganan covid indonesia;ayo unduh pasang aplikasi pedulilindungi dukung program perintah cepat tangan covid indonesia;1
3247;3247;Positif;@uszname @PLindungi Itu WA botnya kemenkes kak. +62 811-1050-0567 itu nomornya.   Tetapi harus agak sabar ya. Interval waktu pesan dikirim dan dibalas sekitar 2 menit.;itu wa botnya kemenkes kak itu nomornya tetapi harus agak sabar ya interval waktu pesan dikirim dan dibalas sekitar menit;['itu', 'wa', 'botnya', 'kemenkes', 'kak', 'itu', 'nomornya', 'tetapi', 'harus', 'agak', 'sabar', 'ya', 'interval', 'waktu', 'pesan', 'dikirim', 'dan', 'dibalas', 'sekitar', 'menit'];['botnya', 'kemenkes', 'nomornya', 'sabar', 'interval', 'pesan', 'dikirim', 'dibalas', 'menit'];botnya kemenkes nomornya sabar interval pesan dikirim dibalas menit;bot kemenkes nomor sabar interval pesan kirim balas menit;1
3248;3248;Positif;UMSfess- masuk grandmall harus pake peduli lindungi ya gais? Kalo ada bukti vaksin aja bisa nggk ya;umsfess masuk grandmall harus pake peduli lindungi ya gais kalo ada bukti vaksin aja bisa nggk ya;['umsfess', 'masuk', 'grandmall', 'harus', 'pake', 'peduli', 'lindungi', 'ya', 'gais', 'kalo', 'ada', 'bukti', 'vaksin', 'aja', 'bisa', 'nggk', 'ya'];['umsfess', 'grandmall', 'pake', 'peduli', 'lindungi', 'gais', 'bukti', 'vaksin', 'nggk'];umsfess grandmall pakai peduli lindungi gais bukti vaksin enggak;umsfess grandmall pakai peduli lindung gais bukti vaksin enggak;1
3249;3249;Positif;@savirapspt99 zenly, getcontact, peduli lindungi adalah apk perusak hubungan;zenly getcontact peduli lindungi adalah apk perusak hubungan;['zenly', 'getcontact', 'peduli', 'lindungi', 'adalah', 'apk', 'perusak', 'hubungan'];['zenly', 'getcontact', 'peduli', 'lindungi', 'apk', 'perusak', 'hubungan'];zenly getcontact peduli lindungi apk perusak hubungan;zenly getcontact peduli lindung apk usak hubung;1
3250;3250;Positif;@danissyamra Oh, kupikir yang di Alam Sutra. Kalau ke Ika wajib pakai pedulilindungi ya? Anak-anak di bawah 12 tahun sudah boleh masuk ke sana belum?  Aku kangen Ikea date... ð­;oh kupikir yang di alam sutra kalau ke ika wajib pakai pedulilindungi ya anakanak di bawah tahun sudah boleh masuk ke sana belum aku kangen ikea date;['oh', 'kupikir', 'yang', 'di', 'alam', 'sutra', 'kalau', 'ke', 'ika', 'wajib', 'pakai', 'pedulilindungi', 'ya', 'anakanak', 'di', 'bawah', 'tahun', 'sudah', 'boleh', 'masuk', 'ke', 'sana', 'belum', 'aku', 'kangen', 'ikea', 'date'];['kupikir', 'alam', 'sutra', 'ika', 'wajib', 'pakai', 'pedulilindungi', 'anakanak', 'kangen', 'ikea', 'date'];kupikir alam sutra ika wajib pakai pedulilindungi anakanak kangen ikea date;pikir alam sutra ika wajib pakai pedulilindungi anakanak kangen ikea date;1
3251;3251;Positif;Wartawan Kompas salah mengartikan QR dengan barcode (kodebatang). Yg dipindai PeduliLindungi itu quick response bukan kodebatang.  Barcode itu bentuknya garis2 vertikal aja, tipis tebal. QR lebih rumit.  https://t.co/xdopZEb3YQ;wartawan kompas salah mengartikan qr dengan barcode kodebatang yg dipindai pedulilindungi itu quick response bukan kodebatang barcode itu bentuknya garis vertikal aja tipis tebal qr lebih rumit;['wartawan', 'kompas', 'salah', 'mengartikan', 'qr', 'dengan', 'barcode', 'kodebatang', 'yg', 'dipindai', 'pedulilindungi', 'itu', 'quick', 'response', 'bukan', 'kodebatang', 'barcode', 'itu', 'bentuknya', 'garis', 'vertikal', 'aja', 'tipis', 'tebal', 'qr', 'lebih', 'rumit'];['wartawan', 'kompas', 'salah', 'mengartikan', 'qr', 'barcode', 'kodebatang', 'dipindai', 'pedulilindungi', 'quick', 'response', 'kodebatang', 'barcode', 'bentuknya', 'garis', 'vertikal', 'tipis', 'tebal', 'qr', 'rumit'];wartawan kompas salah mengartikan qr barcode kodebatang dipindai pedulilindungi quick response kodebatang barcode bentuknya garis vertikal tipis tebal qr rumit;wartawan kompas salah arti qr barcode kodebatang pindai pedulilindungi quick response kodebatang barcode bentuk garis vertikal tipis tebal qr rumit;1
3252;3252;Positif;POLANTAS HADIR POLRES PEKALONGAN  Satlantas Polres Pekalongan melaksanakan KRYD operasi Yustisi, Pembagian masker dan sosialisasi aplikasi peduli lindungi guna pengendalian penyebaran covid-19 di wilayah Kab. Pekalongan Minggu, 14/11/2021  https://t.co/Oyj66KHhCS;polantas hadir polres pekalongan satlantas polres pekalongan melaksanakan kryd operasi yustisi pembagian masker dan sosialisasi aplikasi peduli lindungi guna pengendalian penyebaran covid di wilayah kab pekalongan minggu;['polantas', 'hadir', 'polres', 'pekalongan', 'satlantas', 'polres', 'pekalongan', 'melaksanakan', 'kryd', 'operasi', 'yustisi', 'pembagian', 'masker', 'dan', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'guna', 'pengendalian', 'penyebaran', 'covid', 'di', 'wilayah', 'kab', 'pekalongan', 'minggu'];['polantas', 'hadir', 'polres', 'pekalongan', 'satlantas', 'polres', 'pekalongan', 'melaksanakan', 'kryd', 'operasi', 'yustisi', 'pembagian', 'masker', 'sosialisasi', 'aplikasi', 'peduli', 'lindungi', 'pengendalian', 'penyebaran', 'covid', 'wilayah', 'kab', 'pekalongan', 'minggu'];polantas hadir polres pekalongan satlantas polres pekalongan melaksanakan kryd operasi yustisi pembagian masker sosialisasi aplikasi peduli lindungi pengendalian penyebaran covid wilayah kab pekalongan minggu;polantas hadir polres kalong satlantas polres kalong laksana kryd operasi yustisi bagi masker sosialisasi aplikasi peduli lindung kendali sebar covid wilayah kab kalong minggu;1
3253;3253;Positif;Harusnya peduli lindungi tuh dapet badges apa gitu misal achieve 1 badges dapet 1 poin, 10 poin nilainya 1rb OVO/Gojek poin, kan lucu tuh terus orang pasti lebih termotivasi dah buat disiplin check in wkwk;harusnya peduli lindungi tuh dapet badges apa gitu misal achieve badges dapet poin poin nilainya rb ovogojek poin kan lucu tuh terus orang pasti lebih termotivasi dah buat disiplin check in wkwk;['harusnya', 'peduli', 'lindungi', 'tuh', 'dapet', 'badges', 'apa', 'gitu', 'misal', 'achieve', 'badges', 'dapet', 'poin', 'poin', 'nilainya', 'rb', 'ovogojek', 'poin', 'kan', 'lucu', 'tuh', 'terus', 'orang', 'pasti', 'lebih', 'termotivasi', 'dah', 'buat', 'disiplin', 'check', 'in', 'wkwk'];['peduli', 'lindungi', 'dapet', 'badges', 'achieve', 'badges', 'dapet', 'poin', 'poin', 'nilainya', 'ovogojek', 'poin', 'lucu', 'termotivasi', 'disiplin', 'check'];peduli lindungi dapat badges achieve badges dapat poin poin nilainya ovogojek poin lucu termotivasi disiplin check;peduli lindung dapat badges achieve badges dapat poin poin nilai ovogojek poin lucu motivasi disiplin check;1
3254;3254;Positif;yaallah rima udah pede banget jalan, udah scan pedulilindungi padahal belum pake masker ð­;yaallah rima udah pede banget jalan udah scan pedulilindungi padahal belum pake masker;['yaallah', 'rima', 'udah', 'pede', 'banget', 'jalan', 'udah', 'scan', 'pedulilindungi', 'padahal', 'belum', 'pake', 'masker'];['yaallah', 'rima', 'pede', 'banget', 'jalan', 'scan', 'pedulilindungi', 'pake', 'masker'];yaallah rima percaya diri banget jalan scan pedulilindungi pakai masker;yaallah rima percaya diri banget jalan scan pedulilindungi pakai masker;1
3255;3255;Positif;@handrika Silakan menunjukkan sertifikat vaksin (minimal dosis I), hasil negatif tes RT-PCR yang diterbitkan maksimal 3x24 jam sebelum keberangkatan oleh Fasyankes yang terafiliasi Kemenkes RI, mengunduh aplikasi PeduliLindungi, dan mengisi eHAC Indonesia;silakan menunjukkan sertifikat vaksin minimal dosis  hasil negatif tes rtpcr yang diterbitkan maksimal  jam sebelum keberangkatan oleh fasyankes yang terafiliasi kemenkes ri mengunduh aplikasi pedulilindungi dan mengisi ehac indonesia;['silakan', 'menunjukkan', 'sertifikat', 'vaksin', 'minimal', 'dosis', 'hasil', 'negatif', 'tes', 'rtpcr', 'yang', 'diterbitkan', 'maksimal', 'jam', 'sebelum', 'keberangkatan', 'oleh', 'fasyankes', 'yang', 'terafiliasi', 'kemenkes', 'ri', 'mengunduh', 'aplikasi', 'pedulilindungi', 'dan', 'mengisi', 'ehac', 'indonesia'];['sertifikat', 'vaksin', 'minimal', 'dosis', 'hasil', 'negatif', 'tes', 'rtpcr', 'diterbitkan', 'maksimal', 'jam', 'keberangkatan', 'fasyankes', 'terafiliasi', 'kemenkes', 'ri', 'mengunduh', 'aplikasi', 'pedulilindungi', 'mengisi', 'ehac', 'indonesia'];sertifikat vaksin minimal dosis hasil negatif tes rtpcr diterbitkan maksimal jam keberangkatan fasyankes terafiliasi kemenkes ri mengunduh aplikasi pedulilindungi mengisi ehac indonesia;sertifikat vaksin minimal dosis hasil negatif tes rtpcr terbit maksimal jam berangkat fasyankes afiliasi kemenkes ri unduh aplikasi pedulilindungi isi ehac indonesia;1
3256;3256;Positif;Ayo Unduh Dan Pasang Aplikasi PeduliLindungi, Nersama Kita Dukung Program Pemerintah Dalam Percepatan Penanganan Covid 19 Di Indonesia  #PoldaKalbar #PolriDukungProtokolKesehatn #PolriPresisi #PolresKubuRayaBersinar #SosialisasiEdukasiProkes #PolriHadirUntukMasyarakat  https://t.co/NpYMKV5UAq;ayo unduh dan pasang aplikasi pedulilindungi nersama kita dukung program pemerintah dalam percepatan penanganan covid di indonesia;['ayo', 'unduh', 'dan', 'pasang', 'aplikasi', 'pedulilindungi', 'nersama', 'kita', 'dukung', 'program', 'pemerintah', 'dalam', 'percepatan', 'penanganan', 'covid', 'di', 'indonesia'];['ayo', 'unduh', 'pasang', 'aplikasi', 'pedulilindungi', 'nersama', 'dukung', 'program', 'pemerintah', 'percepatan', 'penanganan', 'covid', 'indonesia'];ayo unduh pasang aplikasi pedulilindungi nersama dukung program pemerintah percepatan penanganan covid indonesia;ayo unduh pasang aplikasi pedulilindungi nersama dukung program perintah cepat tangan covid indonesia;1
3257;3257;Positif;Sosialisasi aplikasi peduli lindungi  https://t.co/nap4tjlqLr;sosialisasi aplikasi peduli lindungi;['sosialisasi', 'aplikasi', 'peduli', 'lindungi'];['sosialisasi', 'aplikasi', 'peduli', 'lindungi'];sosialisasi aplikasi peduli lindungi;sosialisasi aplikasi peduli lindung;1
3258;3258;Positif;@jogmfs Kagak di tanyain sudah vaksin atau belum, yang penting scan peduli lindungi aja;kagak di tanyain sudah vaksin atau belum yang penting scan peduli lindungi aja;['kagak', 'di', 'tanyain', 'sudah', 'vaksin', 'atau', 'belum', 'yang', 'penting', 'scan', 'peduli', 'lindungi', 'aja'];['tanyain', 'vaksin', 'scan', 'peduli', 'lindungi'];tanyakan vaksin scan peduli lindungi;tanya vaksin scan peduli lindung;1
3259;3259;Positif;@kacangmadua @Junerdousy @schfess pinterest, shopee, dana, remini, pedulilindungi, buat story ig;pinterest shopee dana remini pedulilindungi buat story ig;['pinterest', 'shopee', 'dana', 'remini', 'pedulilindungi', 'buat', 'story', 'ig'];['pinterest', 'shopee', 'dana', 'remini', 'pedulilindungi', 'story', 'ig'];pinterest shopee dana remini pedulilindungi story ig;pinterest shopee dana rini pedulilindungi story ig;1
3260;3260;Positif;@PLindungi hallo, hanya sekedar info, kl kita ganti no hp, sertifikat vaccine ga bisa terlihat. Dan NIK hrs diisi lagi saat mau cek sertifikat. Smg bs dirubah;hallo hanya sekedar info kl kita ganti no hp sertifikat vaccine ga bisa terlihat dan nik hrs diisi lagi saat mau cek sertifikat smg bs dirubah;['hallo', 'hanya', 'sekedar', 'info', 'kl', 'kita', 'ganti', 'no', 'hp', 'sertifikat', 'vaccine', 'ga', 'bisa', 'terlihat', 'dan', 'nik', 'hrs', 'diisi', 'lagi', 'saat', 'mau', 'cek', 'sertifikat', 'smg', 'bs', 'dirubah'];['sekedar', 'info', 'ganti', 'hp', 'sertifikat', 'vaccine', 'nik', 'hrs', 'diisi', 'cek', 'sertifikat', 'smg', 'dirubah'];sekedar info ganti hp sertifikat vaccine nik harus diisi cek sertifikat semoga dirubah;dar info ganti hp sertifikat vaccine nik harus isi cek sertifikat moga rubah;1
3261;3261;Positif;#RekanCommuters yang ingin naik KRL diwajibkan menunjukkan sertifikat vaksin melalui aplikasi Peduli Lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital.  https://t.co/hGDEeog6Jx;yang ingin naik krl diwajibkan menunjukkan sertifikat vaksin melalui aplikasi peduli lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital;['yang', 'ingin', 'naik', 'krl', 'diwajibkan', 'menunjukkan', 'sertifikat', 'vaksin', 'melalui', 'aplikasi', 'peduli', 'lindungi', 'atau', 'sertifikat', 'vaksin', 'dalam', 'bentuk', 'cetak', 'maupun', 'digital'];['krl', 'diwajibkan', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'sertifikat', 'vaksin', 'bentuk', 'cetak', 'digital'];krl diwajibkan sertifikat vaksin aplikasi peduli lindungi sertifikat vaksin bentuk cetak digital;krl wajib sertifikat vaksin aplikasi peduli lindung sertifikat vaksin bentuk cetak digital;1
3262;3262;Positif;Akses PeduliLindungi via fitur yg ada di marketplace lebih cepet.  Ora kakean petingsing. Hahaha.. .  Lagian opo fungsinÃ©;akses pedulilindungi via fitur yg ada di marketplace lebih cepet ora kakean petingsing hahaha lagian opo fungsin;['akses', 'pedulilindungi', 'via', 'fitur', 'yg', 'ada', 'di', 'marketplace', 'lebih', 'cepet', 'ora', 'kakean', 'petingsing', 'hahaha', 'lagian', 'opo', 'fungsin'];['akses', 'pedulilindungi', 'via', 'fitur', 'marketplace', 'cepet', 'ora', 'kakean', 'petingsing', 'hahaha', 'opo', 'fungsin'];akses pedulilindungi via fitur marketplace cepat ora kakean petingsing hahaha opo fungsin;akses pedulilindungi via fitur marketplace cepat ora kakean petingsing hahaha opo fungsin;1
3263;3263;Positif;@kemas_fatur18 @AfnesFisnanda3 @unsrifess Kalo aku kmren scan peduli lindungi, tp kalo ga ada apk nya suruh nunjukin sertifikat vaksin;fatur kalo aku kmren scan peduli lindungi tp kalo ga ada apk nya suruh nunjukin sertifikat vaksin;['fatur', 'kalo', 'aku', 'kmren', 'scan', 'peduli', 'lindungi', 'tp', 'kalo', 'ga', 'ada', 'apk', 'nya', 'suruh', 'nunjukin', 'sertifikat', 'vaksin'];['fatur', 'kmren', 'scan', 'peduli', 'lindungi', 'apk', 'suruh', 'nunjukin', 'sertifikat', 'vaksin'];fatur kemarin scan peduli lindungi apk suruh nunjukin sertifikat vaksin;fatur kemarin scan peduli lindung apk suruh nunjukin sertifikat vaksin;1
3264;3264;Positif;@azz19_ Penumpang KA #Kaligung tidak diwajibkan membawa surat Rapid Antigen. Namun, wajib sudah vaksin minimal dosis pertama. Dibuktikan dengan aplikasi PeduliLindungi atau sertifikat vaksin. |1;penumpang ka tidak diwajibkan membawa surat rapid antigen namun wajib sudah vaksin minimal dosis pertama dibuktikan dengan aplikasi pedulilindungi atau sertifikat vaksin;['penumpang', 'ka', 'tidak', 'diwajibkan', 'membawa', 'surat', 'rapid', 'antigen', 'namun', 'wajib', 'sudah', 'vaksin', 'minimal', 'dosis', 'pertama', 'dibuktikan', 'dengan', 'aplikasi', 'pedulilindungi', 'atau', 'sertifikat', 'vaksin'];['penumpang', 'diwajibkan', 'membawa', 'surat', 'rapid', 'antigen', 'wajib', 'vaksin', 'minimal', 'dosis', 'dibuktikan', 'aplikasi', 'pedulilindungi', 'sertifikat', 'vaksin'];penumpang diwajibkan membawa surat rapid antigen wajib vaksin minimal dosis dibuktikan aplikasi pedulilindungi sertifikat vaksin;tumpang wajib bawa surat rapid antigen wajib vaksin minimal dosis bukti aplikasi pedulilindungi sertifikat vaksin;1
3265;3265;Positif;@nrasafira_ Selamat siang Kak. KA Airlangga merupakan KA antarkota, calon penumpangnya diwajibkan menunjukkan kartu/sertifikat vaksin pada aplikasi PeduliLindungi minimal dosis pertama, serta surat keterangan Rapid Test Antigen dengan hasil negatif dan ma;selamat siang kak ka airlangga merupakan ka antarkota calon penumpangnya diwajibkan menunjukkan kartusertifikat vaksin pada aplikasi pedulilindungi minimal dosis pertama serta surat keterangan rapid test antigen dengan hasil negatif dan ma;['selamat', 'siang', 'kak', 'ka', 'airlangga', 'merupakan', 'ka', 'antarkota', 'calon', 'penumpangnya', 'diwajibkan', 'menunjukkan', 'kartusertifikat', 'vaksin', 'pada', 'aplikasi', 'pedulilindungi', 'minimal', 'dosis', 'pertama', 'serta', 'surat', 'keterangan', 'rapid', 'test', 'antigen', 'dengan', 'hasil', 'negatif', 'dan', 'ma'];['selamat', 'siang', 'airlangga', 'antarkota', 'calon', 'penumpangnya', 'diwajibkan', 'kartusertifikat', 'vaksin', 'aplikasi', 'pedulilindungi', 'minimal', 'dosis', 'surat', 'keterangan', 'rapid', 'test', 'antigen', 'hasil', 'negatif'];selamat siang airlangga antarkota calon penumpangnya diwajibkan kartusertifikat vaksin aplikasi pedulilindungi minimal dosis surat keterangan rapid test antigen hasil negatif;selamat siang airlangga antarkota calon tumpang wajib kartusertifikat vaksin aplikasi pedulilindungi minimal dosis surat terang rapid test antigen hasil negatif;1
3266;3266;Positif;@fabiannfabiann (dibuktikan dengan aplikasi Peduli Lindungi atau kartu/sertifikat dalam bentuk fisik). Informasi lengkap terkait syarat dan ketentuan perjalanan dengan KA dapat dilakukan pengecekan via link  https://t.co/Gex6hLrT8U. Trims. |2;dibuktikan dengan aplikasi peduli lindungi atau kartusertifikat dalam bentuk fisik informasi lengkap terkait syarat dan ketentuan perjalanan dengan ka dapat dilakukan pengecekan via link trims;['dibuktikan', 'dengan', 'aplikasi', 'peduli', 'lindungi', 'atau', 'kartusertifikat', 'dalam', 'bentuk', 'fisik', 'informasi', 'lengkap', 'terkait', 'syarat', 'dan', 'ketentuan', 'perjalanan', 'dengan', 'ka', 'dapat', 'dilakukan', 'pengecekan', 'via', 'link', 'trims'];['dibuktikan', 'aplikasi', 'peduli', 'lindungi', 'kartusertifikat', 'bentuk', 'fisik', 'informasi', 'lengkap', 'terkait', 'syarat', 'ketentuan', 'perjalanan', 'pengecekan', 'via', 'link', 'trims'];dibuktikan aplikasi peduli lindungi kartusertifikat bentuk fisik informasi lengkap terkait syarat ketentuan perjalanan pengecekan via link terima kasih;bukti aplikasi peduli lindung kartusertifikat bentuk fisik informasi lengkap kait syarat tentu jalan kece via link terima kasih;1
3267;3267;Positif;@chuyAjah @parlinburman84 Lama-lama gÃ© peduli lindungi dilupakan ð¤£ minimal makin longgarlah;lamalama  peduli lindungi dilupakan minimal makin longgarlah;['lamalama', 'peduli', 'lindungi', 'dilupakan', 'minimal', 'makin', 'longgarlah'];['lamalama', 'peduli', 'lindungi', 'dilupakan', 'minimal', 'longgarlah'];lamalama peduli lindungi dilupakan minimal longgarlah;lamalama peduli lindung lupa minimal longgar;1
3268;3268;Positif;LW TW NI APH? YH BTUL KRTU VKSIN. walau gatau gunanya apa sih soalnya dh punya apk peduli lindungi nyað­ tapi gpp mayan buat ditaro di belakang casingð­ð­ð­  https://t.co/50orZPQKgV;lw tw ni aph yh btul krtu vksin walau gatau gunanya apa sih soalnya dh punya apk peduli lindungi nya tapi gpp mayan buat ditaro di belakang casing;['lw', 'tw', 'ni', 'aph', 'yh', 'btul', 'krtu', 'vksin', 'walau', 'gatau', 'gunanya', 'apa', 'sih', 'soalnya', 'dh', 'punya', 'apk', 'peduli', 'lindungi', 'nya', 'tapi', 'gpp', 'mayan', 'buat', 'ditaro', 'di', 'belakang', 'casing'];['lw', 'yh', 'btul', 'krtu', 'vksin', 'gatau', 'gunanya', 'dh', 'apk', 'peduli', 'lindungi', 'mayan', 'ditaro', 'casing'];lu ya betul krtu vksin enggak tau gunanya deh apk peduli lindungi lumayan ditaro casing;lu ya betul krtu vksin enggak tau guna deh apk peduli lindung lumayan ditaro casing;1
3269;3269;Positif;@tynderfess lewat peduli lindungi, nnti ada kartunya tingal download terus cetak;lewat peduli lindungi nnti ada kartunya tingal download terus cetak;['lewat', 'peduli', 'lindungi', 'nnti', 'ada', 'kartunya', 'tingal', 'download', 'terus', 'cetak'];['peduli', 'lindungi', 'nnti', 'kartunya', 'tingal', 'download', 'cetak'];peduli lindungi nanti kartunya tinggal download cetak;peduli lindung nanti kartu tinggal download cetak;1
3270;3270;Positif;@tynderfess Ada akun pedulilindungi ga? Kmu bisa cek ortumu vaksin;ada akun pedulilindungi ga kmu bisa cek ortumu vaksin;['ada', 'akun', 'pedulilindungi', 'ga', 'kmu', 'bisa', 'cek', 'ortumu', 'vaksin'];['akun', 'pedulilindungi', 'kmu', 'cek', 'ortumu', 'vaksin'];akun pedulilindungi kamu cek ortumu vaksin;akun pedulilindungi kamu cek ortumu vaksin;1
3271;3271;Positif;Ada mbac2 cakep berdua mau scan PeduliLindungi di pintu mall. Mbac 1 tidak pakai masker, dilarang masuk oleh Satpam. âDuh gue lupaaakk~ saya masuk ya, beli masker di dalam.â Tapi tidak dibolehkan oleh Satpam dan disuruh beli dulu di Indomarch.;ada mbac cakep berdua mau scan pedulilindungi di pintu mall mbac tidak pakai masker dilarang masuk oleh satpam duh gue lupaaakk saya masuk ya beli masker di dalam tapi tidak dibolehkan oleh satpam dan disuruh beli dulu di indomarch;['ada', 'mbac', 'cakep', 'berdua', 'mau', 'scan', 'pedulilindungi', 'di', 'pintu', 'mall', 'mbac', 'tidak', 'pakai', 'masker', 'dilarang', 'masuk', 'oleh', 'satpam', 'duh', 'gue', 'lupaaakk', 'saya', 'masuk', 'ya', 'beli', 'masker', 'di', 'dalam', 'tapi', 'tidak', 'dibolehkan', 'oleh', 'satpam', 'dan', 'disuruh', 'beli', 'dulu', 'di', 'indomarch'];['mbac', 'cakep', 'berdua', 'scan', 'pedulilindungi', 'pintu', 'mall', 'mbac', 'pakai', 'masker', 'dilarang', 'satpam', 'gue', 'lupaaakk', 'beli', 'masker', 'dibolehkan', 'satpam', 'disuruh', 'beli', 'indomarch'];mbac cakep berdua scan pedulilindungi pintu mall mbac pakai masker dilarang satpam gue lupaaakk beli masker dibolehkan satpam disuruh beli indomarch;mbac cakep dua scan pedulilindungi pintu mall mbac pakai masker larang satpam gue lupaaakk beli masker boleh satpam suruh beli indomarch;1
3272;3272;Positif;@tynderfess Login pake app pedulilindungi nder;login pake app pedulilindungi nder;['login', 'pake', 'app', 'pedulilindungi', 'nder'];['login', 'pake', 'app', 'pedulilindungi'];login pakai app pedulilindungi;login pakai app pedulilindungi;1
3273;3273;Positif;@tynderfess Yang bisa jadi kartu itu sertifikat vaksin yang ada di app peduli lindungi, kalo ini kartu vaksin;yang bisa jadi kartu itu sertifikat vaksin yang ada di app peduli lindungi kalo ini kartu vaksin;['yang', 'bisa', 'jadi', 'kartu', 'itu', 'sertifikat', 'vaksin', 'yang', 'ada', 'di', 'app', 'peduli', 'lindungi', 'kalo', 'ini', 'kartu', 'vaksin'];['kartu', 'sertifikat', 'vaksin', 'app', 'peduli', 'lindungi', 'kartu', 'vaksin'];kartu sertifikat vaksin app peduli lindungi kartu vaksin;kartu sertifikat vaksin app peduli lindung kartu vaksin;1
3274;3274;Positif;@tynderfess Pakai Aplikasi PeduliLindungi;pakai aplikasi pedulilindungi;['pakai', 'aplikasi', 'pedulilindungi'];['pakai', 'aplikasi', 'pedulilindungi'];pakai aplikasi pedulilindungi;pakai aplikasi pedulilindungi;1
3275;3275;Positif;@tynderfess Pake app peduli lindungi ga si ? Tinggal log in pake no ktp ama apa gitu tar keknya di profile atau ada sertifikatnya dah;pake app peduli lindungi ga si tinggal log in pake no ktp ama apa gitu tar keknya di profile atau ada sertifikatnya dah;['pake', 'app', 'peduli', 'lindungi', 'ga', 'si', 'tinggal', 'log', 'in', 'pake', 'no', 'ktp', 'ama', 'apa', 'gitu', 'tar', 'keknya', 'di', 'profile', 'atau', 'ada', 'sertifikatnya', 'dah'];['pake', 'app', 'peduli', 'lindungi', 'tinggal', 'log', 'pake', 'ktp', 'keknya', 'profile', 'sertifikatnya'];pakai app peduli lindungi tinggal log pakai ktp kayaknya profile sertifikatnya;pakai app peduli lindung tinggal log pakai ktp kayak profile sertifikat;1
3276;3276;Positif;@tynderfess Pakai app peduli lindungi masukin nik orang tua anda;pakai app peduli lindungi masukin nik orang tua anda;['pakai', 'app', 'peduli', 'lindungi', 'masukin', 'nik', 'orang', 'tua', 'anda'];['pakai', 'app', 'peduli', 'lindungi', 'masukin', 'nik', 'tua'];pakai app peduli lindungi memasukkan nik tua;pakai app peduli lindung masuk nik tua;1
3277;3277;Positif;@kostanalter Cek di peduli lindungi;cek di peduli lindungi;['cek', 'di', 'peduli', 'lindungi'];['cek', 'peduli', 'lindungi'];cek peduli lindungi;cek peduli lindung;1
3278;3278;Positif;@zakwanoe @Cilorconnoistre ini bener Dill. kalo udah 2x vaccine bisa antigen aja, kalo baru 1x tetep perlu PCR. yang perlu disiapin sekarang cuma peduli lindungi aja;ini bener dill kalo udah  vaccine bisa antigen aja kalo baru  tetep perlu pcr yang perlu disiapin sekarang cuma peduli lindungi aja;['ini', 'bener', 'dill', 'kalo', 'udah', 'vaccine', 'bisa', 'antigen', 'aja', 'kalo', 'baru', 'tetep', 'perlu', 'pcr', 'yang', 'perlu', 'disiapin', 'sekarang', 'cuma', 'peduli', 'lindungi', 'aja'];['bener', 'dill', 'vaccine', 'antigen', 'tetep', 'pcr', 'disiapin', 'peduli', 'lindungi'];benar dill vaccine antigen tetap pcr disiapin peduli lindungi;benar dill vaccine antigen tetap pcr disiapin peduli lindung;1
