;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization
3315;Positif;#rekancommuters yang ingin naik krl diwajibkan menunjukkan sertifikat vaksin melalui aplikasi peduli lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital.  https://t.co/4ffxtafhsj;yang ingin naik krl diwajibkan menunjukkan sertifikat vaksin melalui aplikasi peduli lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital;['yang', 'ingin', 'naik', 'krl', 'diwajibkan', 'menunjukkan', 'sertifikat', 'vaksin', 'melalui', 'aplikasi', 'peduli', 'lindungi', 'atau', 'sertifikat', 'vaksin', 'dalam', 'bentuk', 'cetak', 'maupun', 'digital'];['krl', 'diwajibkan', 'sertifikat', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'sertifikat', 'vaksin', 'bentuk', 'cetak', 'digital'];krl diwajibkan sertifikat vaksin aplikasi peduli lindungi sertifikat vaksin bentuk cetak digital
3316;Positif;bu kopinya,baru yah. oya bu, tuh kartu peduli lundungi buar cabut aja,ckp masker. maduk mol,pasar,naik kereta pesawat harus pake peduli lindungi.saya pikir cukup vaksin dan masker, itu aja hehe;bu kopinyabaru yah oya bu tuh kartu peduli lundungi buar cabut ajackp masker maduk molpasarnaik kereta pesawat harus pake peduli lindungisaya pikir cukup vaksin dan masker itu aja hehe;['bu', 'kopinyabaru', 'yah', 'oya', 'bu', 'tuh', 'kartu', 'peduli', 'lundungi', 'buar', 'cabut', 'ajackp', 'masker', 'maduk', 'molpasarnaik', 'kereta', 'pesawat', 'harus', 'pake', 'peduli', 'lindungisaya', 'pikir', 'cukup', 'vaksin', 'dan', 'masker', 'itu', 'aja', 'hehe'];['bu', 'kopinyabaru', 'oya', 'bu', 'kartu', 'peduli', 'lundungi', 'buar', 'cabut', 'ajackp', 'masker', 'maduk', 'molpasarnaik', 'kereta', 'pesawat', 'pake', 'peduli', 'lindungisaya', 'pikir', 'vaksin', 'masker'];bu kopinyabaru oya bu kartu peduli lundungi buar cabut ajackp masker maduk molpasarnaik kereta pesawat pakai peduli lindungisaya pikir vaksin masker
3317;Positif;@agiladity @sbyfess mksde check in peduli lindungi kan ya;mksde check in peduli lindungi kan ya;['mksde', 'check', 'in', 'peduli', 'lindungi', 'kan', 'ya'];['mksde', 'check', 'peduli', 'lindungi'];mksde check peduli lindungi
3318;Positif;akhirnya dg terpaksa download pedulilindungi juga. apa itu privacy? sudah sejak lama kita tidak punya wkwk;akhirnya dg terpaksa download pedulilindungi juga apa itu privacy sudah sejak lama kita tidak punya wkwk;['akhirnya', 'dg', 'terpaksa', 'download', 'pedulilindungi', 'juga', 'apa', 'itu', 'privacy', 'sudah', 'sejak', 'lama', 'kita', 'tidak', 'punya', 'wkwk'];['terpaksa', 'download', 'pedulilindungi', 'privacy'];terpaksa download pedulilindungi privacy
3319;Positif;@dr_koko28 selama ini yg sdh vaksin juga tidak lupa berterima kasih ke yg blm vax. yg blm di vaksin juga terbentengi dan dibatasi ruang geraknya lewat pedulilindungi.   mereka sama2 melindungi.  harusnya anda terus memberi edukasi bg keduanya. bkn emote k;koko selama ini yg sdh vaksin juga tidak lupa berterima kasih ke yg blm vax yg blm di vaksin juga terbentengi dan dibatasi ruang geraknya lewat pedulilindungi mereka sama melindungi harusnya anda terus memberi edukasi bg keduanya bkn emote ;['koko', 'selama', 'ini', 'yg', 'sdh', 'vaksin', 'juga', 'tidak', 'lupa', 'berterima', 'kasih', 'ke', 'yg', 'blm', 'vax', 'yg', 'blm', 'di', 'vaksin', 'juga', 'terbentengi', 'dan', 'dibatasi', 'ruang', 'geraknya', 'lewat', 'pedulilindungi', 'mereka', 'sama', 'melindungi', 'harusnya', 'anda', 'terus', 'memberi', 'edukasi', 'bg', 'keduanya', 'bkn', 'emote'];['koko', 'vaksin', 'lupa', 'berterima', 'kasih', 'vax', 'vaksin', 'terbentengi', 'dibatasi', 'ruang', 'geraknya', 'pedulilindungi', 'melindungi', 'edukasi', 'emote'];koko vaksin lupa berterima kasih vax vaksin terbentengi dibatasi ruang geraknya pedulilindungi melindungi edukasi emote
3320;Positif;@crush0noppa peduli lindungi itu ya?;peduli lindungi itu ya;['peduli', 'lindungi', 'itu', 'ya'];['peduli', 'lindungi'];peduli lindungi
3321;Positif;@convomfs download apk peduli lindungi terus nanti masukin nomornya.;download apk peduli lindungi terus nanti masukin nomornya;['download', 'apk', 'peduli', 'lindungi', 'terus', 'nanti', 'masukin', 'nomornya'];['download', 'apk', 'peduli', 'lindungi', 'masukin', 'nomornya'];download apk peduli lindungi memasukkan nomornya
3322;Positif;@kai121 sore kak, mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan?  https://t.co/kpt5cbpl8l;sore kak mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan;['sore', 'kak', 'mau', 'nanya', 'kalo', 'hasil', 'test', 'antigen', 'yg', 'ada', 'di', 'pedulilindungi', 'seperti', 'ini', 'bisa', 'jadi', 'bukti', 'untuk', 'perjalanan'];['sore', 'nanya', 'hasil', 'test', 'antigen', 'pedulilindungi', 'bukti', 'perjalanan'];sore tanya hasil test antigen pedulilindungi bukti perjalanan
3323;Positif;@detikcom iya pamernya di pedulilindungi aja..;iya pamernya di pedulilindungi aja;['iya', 'pamernya', 'di', 'pedulilindungi', 'aja'];['pamernya', 'pedulilindungi'];pamernya pedulilindungi
3324;Positif;@kompastv coba anies pakai aplikasi peduli lindungi! mungkin dia akan aman dari virus virus kemunafikan;coba anies pakai aplikasi peduli lindungi mungkin dia akan aman dari virus virus kemunafikan;['coba', 'anies', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'mungkin', 'dia', 'akan', 'aman', 'dari', 'virus', 'virus', 'kemunafikan'];['coba', 'anies', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'aman', 'virus', 'virus', 'kemunafikan'];coba anies pakai aplikasi peduli lindungi aman virus virus kemunafikan
3325;Positif;@hourlynass uwaa kok bisa ya, udah di cek di peduli lindungi blm kak?;uwaa kok bisa ya udah di cek di peduli lindungi blm kak;['uwaa', 'kok', 'bisa', 'ya', 'udah', 'di', 'cek', 'di', 'peduli', 'lindungi', 'blm', 'kak'];['uwaa', 'cek', 'peduli', 'lindungi'];uwaa cek peduli lindungi
3326;Positif;@rsudkotabogor untuk tes antigen persyaratan penerbangan domestik, berapa lama hasilnya diperoleh, apakah sudah terhubung dgn aplikasi pedulilindungi?;untuk tes antigen persyaratan penerbangan domestik berapa lama hasilnya diperoleh apakah sudah terhubung dgn aplikasi pedulilindungi;['untuk', 'tes', 'antigen', 'persyaratan', 'penerbangan', 'domestik', 'berapa', 'lama', 'hasilnya', 'diperoleh', 'apakah', 'sudah', 'terhubung', 'dgn', 'aplikasi', 'pedulilindungi'];['tes', 'antigen', 'persyaratan', 'penerbangan', 'domestik', 'hasilnya', 'diperoleh', 'terhubung', 'aplikasi', 'pedulilindungi'];tes antigen persyaratan penerbangan domestik hasilnya diperoleh terhubung aplikasi pedulilindungi
3327;Positif;@jaesikimnida lah kok gitu? coba cek di aplikasi peduli lindungi kak, biasanya ada sertif nya disitu;lah kok gitu coba cek di aplikasi peduli lindungi kak biasanya ada sertif nya disitu;['lah', 'kok', 'gitu', 'coba', 'cek', 'di', 'aplikasi', 'peduli', 'lindungi', 'kak', 'biasanya', 'ada', 'sertif', 'nya', 'disitu'];['coba', 'cek', 'aplikasi', 'peduli', 'lindungi', 'sertif', 'disitu'];coba cek aplikasi peduli lindungi sertif disitu
3328;Positif;@convomfs download di pedulilindungi;download di pedulilindungi;['download', 'di', 'pedulilindungi'];['download', 'pedulilindungi'];download pedulilindungi
3329;Positif;#selamatpetangjogja l #tribunjogja l penggunaan qr code pedulilindungi menurun, dispar diy tinjau ulang destinasi-destinasi wisata #radio #sonorafmyogyakarta;  penggunaan qr code pedulilindungi menurun dispar diy tinjau ulang destinasidestinasi wisata;['penggunaan', 'qr', 'code', 'pedulilindungi', 'menurun', 'dispar', 'diy', 'tinjau', 'ulang', 'destinasidestinasi', 'wisata'];['penggunaan', 'qr', 'code', 'pedulilindungi', 'menurun', 'dispar', 'diy', 'tinjau', 'ulang', 'destinasidestinasi', 'wisata'];penggunaan qr code pedulilindungi menurun dispar diy tinjau ulang destinasidestinasi wisata
3330;Positif;@convomfs apk peduli lindungi;apk peduli lindungi;['apk', 'peduli', 'lindungi'];['apk', 'peduli', 'lindungi'];apk peduli lindungi
3331;Positif;@convomfs buka web atau aplikasi pedulilindungi;buka web atau aplikasi pedulilindungi;['buka', 'web', 'atau', 'aplikasi', 'pedulilindungi'];['buka', 'web', 'aplikasi', 'pedulilindungi'];buka web aplikasi pedulilindungi
3332;Positif;@convomfs cek di apk pedulilindungi nder;cek di apk pedulilindungi nder;['cek', 'di', 'apk', 'pedulilindungi', 'nder'];['cek', 'apk', 'pedulilindungi'];cek apk pedulilindungi
3333;Positif;@convomfs di apk peduli lindungi;di apk peduli lindungi;['di', 'apk', 'peduli', 'lindungi'];['apk', 'peduli', 'lindungi'];apk peduli lindungi
3334;Positif;@convomfs di apk pedulilindungi kan?;di apk pedulilindungi kan;['di', 'apk', 'pedulilindungi', 'kan'];['apk', 'pedulilindungi'];apk pedulilindungi
3335;Positif;@eg0death_ app pedulilindungi;app pedulilindungi;['app', 'pedulilindungi'];['app', 'pedulilindungi'];app pedulilindungi
3336;Positif;pake toilet spbu pake pedulilindungi.;pake toilet spbu pake pedulilindungi;['pake', 'toilet', 'spbu', 'pake', 'pedulilindungi'];['pake', 'toilet', 'spbu', 'pake', 'pedulilindungi'];pakai toilet spbu pakai pedulilindungi
3337;Positif;lakukan scan barcode peduli lindungi, 149 penumpang kapal dari pelabuhan kaliadem muara angke berangkat ke pulauâ seribu  https://t.co/jsqkuaucqa;lakukan scan barcode peduli lindungi penumpang kapal dari pelabuhan kaliadem muara angke berangkat ke pulauseribu;['lakukan', 'scan', 'barcode', 'peduli', 'lindungi', 'penumpang', 'kapal', 'dari', 'pelabuhan', 'kaliadem', 'muara', 'angke', 'berangkat', 'ke', 'pulauseribu'];['lakukan', 'scan', 'barcode', 'peduli', 'lindungi', 'penumpang', 'kapal', 'pelabuhan', 'kaliadem', 'muara', 'angke', 'berangkat', 'pulauseribu'];lakukan scan barcode peduli lindungi penumpang kapal pelabuhan kaliadem muara angke berangkat pulauseribu
3338;Positif;@heyyfen pelaku perjalanan juga wajib menunjukkan hasil negatif rt-pcr yang sampelnya diambil dalam kurun waktu 3x24 jam sebelum keberangkatan serta mengisi e-hac indonesia pada aplikasi peduli lindungi. tks-suci (2/2);pelaku perjalanan juga wajib menunjukkan hasil negatif rtpcr yang sampelnya diambil dalam kurun waktu  jam sebelum keberangkatan serta mengisi ehac indonesia pada aplikasi peduli lindungi tkssuci;['pelaku', 'perjalanan', 'juga', 'wajib', 'menunjukkan', 'hasil', 'negatif', 'rtpcr', 'yang', 'sampelnya', 'diambil', 'dalam', 'kurun', 'waktu', 'jam', 'sebelum', 'keberangkatan', 'serta', 'mengisi', 'ehac', 'indonesia', 'pada', 'aplikasi', 'peduli', 'lindungi', 'tkssuci'];['pelaku', 'perjalanan', 'wajib', 'hasil', 'negatif', 'rtpcr', 'sampelnya', 'diambil', 'kurun', 'jam', 'keberangkatan', 'mengisi', 'ehac', 'indonesia', 'aplikasi', 'peduli', 'lindungi', 'tkssuci'];pelaku perjalanan wajib hasil negatif rtpcr sampelnya diambil kurun jam keberangkatan mengisi ehac indonesia aplikasi peduli lindungi tkssuci
3339;Positif;@bertanyarl kemarin gue gak dicek, cuma check in pedulilindungi;kemarin gue gak dicek cuma check in pedulilindungi;['kemarin', 'gue', 'gak', 'dicek', 'cuma', 'check', 'in', 'pedulilindungi'];['kemarin', 'gue', 'dicek', 'check', 'pedulilindungi'];kemarin gue dicek check pedulilindungi
3340;Positif;@gkduluuuu peduli lindungi ð;peduli lindungi;['peduli', 'lindungi'];['peduli', 'lindungi'];peduli lindungi
3341;Positif;"polres dumai menerapkan scan qr aplikasi ""pedulilindungi"" pada pintu masuk mapolres dumai, diberlakukan bagi personil polri dan masyarakat. kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran covid-19  https://t.co/qz9khtoi4q";polres dumai menerapkan scan qr aplikasi pedulilindungi pada pintu masuk mapolres dumai diberlakukan bagi personil polri dan masyarakat kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran covid;['polres', 'dumai', 'menerapkan', 'scan', 'qr', 'aplikasi', 'pedulilindungi', 'pada', 'pintu', 'masuk', 'mapolres', 'dumai', 'diberlakukan', 'bagi', 'personil', 'polri', 'dan', 'masyarakat', 'kebijakan', 'ini', 'dilakukan', 'sebagai', 'upaya', 'mendukung', 'pemerintah', 'dalam', 'menekan', 'penyebaran', 'covid'];['polres', 'dumai', 'menerapkan', 'scan', 'qr', 'aplikasi', 'pedulilindungi', 'pintu', 'mapolres', 'dumai', 'diberlakukan', 'personil', 'polri', 'masyarakat', 'kebijakan', 'upaya', 'mendukung', 'pemerintah', 'menekan', 'penyebaran', 'covid'];polres dumai menerapkan scan qr aplikasi pedulilindungi pintu mapolres dumai diberlakukan personil polri masyarakat kebijakan upaya mendukung pemerintah menekan penyebaran covid
3342;Positif;@18fessss kaga..selama lo instal peduli lindungi;kagaselama lo instal peduli lindungi;['kagaselama', 'lo', 'instal', 'peduli', 'lindungi'];['kagaselama', 'instal', 'peduli', 'lindungi'];kagaselama instal peduli lindungi
3343;Positif;@callmesaaaaa dari aplikasi pedulilindungi atau kartu vaksinasi, minimal dosis pertama. informasi lengkap mengenai syarat dan ketentuan calon penumpang ka silakan cek link berikut  https://t.co/gex6hlrt8u. tks. |2;dari aplikasi pedulilindungi atau kartu vaksinasi minimal dosis pertama informasi lengkap mengenai syarat dan ketentuan calon penumpang ka silakan cek link berikut tks;['dari', 'aplikasi', 'pedulilindungi', 'atau', 'kartu', 'vaksinasi', 'minimal', 'dosis', 'pertama', 'informasi', 'lengkap', 'mengenai', 'syarat', 'dan', 'ketentuan', 'calon', 'penumpang', 'ka', 'silakan', 'cek', 'link', 'berikut', 'tks'];['aplikasi', 'pedulilindungi', 'kartu', 'vaksinasi', 'minimal', 'dosis', 'informasi', 'lengkap', 'syarat', 'ketentuan', 'calon', 'penumpang', 'cek', 'link', 'tks'];aplikasi pedulilindungi kartu vaksinasi minimal dosis informasi lengkap syarat ketentuan calon penumpang cek link tks
3344;Positif;@bertanyarl engga sih di kota ku 1 kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi;engga sih di kota ku kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi;['engga', 'sih', 'di', 'kota', 'ku', 'kali', 'vaksin', 'udah', 'bisa', 'yg', 'penting', 'terdaftar', 'aja', 'di', 'peduli', 'lindungi'];['engga', 'kota', 'ku', 'vaksin', 'terdaftar', 'peduli', 'lindungi'];enggak kota ku vaksin terdaftar peduli lindungi
3345;Positif;@bertanyarl engga, pas masuk cuma check in di pedulilindungi;engga pas masuk cuma check in di pedulilindungi;['engga', 'pas', 'masuk', 'cuma', 'check', 'in', 'di', 'pedulilindungi'];['engga', 'pas', 'check', 'pedulilindungi'];enggak pas check pedulilindungi
3346;Positif;@adenzein93 penumpang wajib sudah vaksinasi minimal dosis pertama, dibuktikan dengan menunjukkan aplikasi pedulilindungi atau sertifikat/kartu vaksin. info persyaratan lengkap silakan cek tautan  https://t.co/gex6hlrt8u. trims. |2;penumpang wajib sudah vaksinasi minimal dosis pertama dibuktikan dengan menunjukkan aplikasi pedulilindungi atau sertifikatkartu vaksin info persyaratan lengkap silakan cek tautan trims;['penumpang', 'wajib', 'sudah', 'vaksinasi', 'minimal', 'dosis', 'pertama', 'dibuktikan', 'dengan', 'menunjukkan', 'aplikasi', 'pedulilindungi', 'atau', 'sertifikatkartu', 'vaksin', 'info', 'persyaratan', 'lengkap', 'silakan', 'cek', 'tautan', 'trims'];['penumpang', 'wajib', 'vaksinasi', 'minimal', 'dosis', 'dibuktikan', 'aplikasi', 'pedulilindungi', 'sertifikatkartu', 'vaksin', 'info', 'persyaratan', 'lengkap', 'cek', 'tautan', 'trims'];penumpang wajib vaksinasi minimal dosis dibuktikan aplikasi pedulilindungi sertifikatkartu vaksin info persyaratan lengkap cek tautan terima kasih
3347;Positif;lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi ððððð;lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi;['lagian', 'bukan', 'kirim', 'foto', 'hasil', 'kalapnya', 'malah', 'ss', 'scan', 'checkin', 'di', 'peduli', 'lindungi'];['kirim', 'foto', 'hasil', 'kalapnya', 'scan', 'checkin', 'peduli', 'lindungi'];kirim foto hasil kalapnya scan checkin peduli lindungi
3348;Positif;@renzumaky @plindungi kira kira kaya gini hehe, nanti diisi dulu itu trs pencet simpan, kalo masih gabisa berarti peduli lindungi nya yg error, punyaku awalnya kaya gt, pas aku coba ini udh lgsg bisa kokk  https://t.co/vl7vxj0fym;kira kira kaya gini hehe nanti diisi dulu itu trs pencet simpan kalo masih gabisa berarti peduli lindungi nya yg error punyaku awalnya kaya gt pas aku coba ini udh lgsg bisa kokk;['kira', 'kira', 'kaya', 'gini', 'hehe', 'nanti', 'diisi', 'dulu', 'itu', 'trs', 'pencet', 'simpan', 'kalo', 'masih', 'gabisa', 'berarti', 'peduli', 'lindungi', 'nya', 'yg', 'error', 'punyaku', 'awalnya', 'kaya', 'gt', 'pas', 'aku', 'coba', 'ini', 'udh', 'lgsg', 'bisa', 'kokk'];['kaya', 'gini', 'diisi', 'trs', 'pencet', 'simpan', 'gabisa', 'peduli', 'lindungi', 'error', 'punyaku', 'kaya', 'pas', 'coba', 'udh', 'lgsg', 'kokk'];kayak begini diisi terus pencet simpan enggak bisa peduli lindungi error punyaku kayak pas coba sudah langsung kokk
3349;Positif;@pandji lah, dia kan kalo belanja biasanya di tanah abang, ngapain pakek peduli lindungi???;lah dia kan kalo belanja biasanya di tanah abang ngapain pakek peduli lindungi;['lah', 'dia', 'kan', 'kalo', 'belanja', 'biasanya', 'di', 'tanah', 'abang', 'ngapain', 'pakek', 'peduli', 'lindungi'];['belanja', 'tanah', 'abang', 'ngapain', 'pakek', 'peduli', 'lindungi'];belanja tanah abang mengapai pakai peduli lindungi
3350;Positif;@gesaahhh iya benar ka, langsung datang dan scan qrcode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasið¤;iya benar ka langsung datang dan scan qrcode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasi;['iya', 'benar', 'ka', 'langsung', 'datang', 'dan', 'scan', 'qrcode', 'menggunakan', 'aplikasi', 'peduli', 'lindungi', 'atau', 'apps', 'lain', 'yang', 'terintegrasi'];['scan', 'qrcode', 'aplikasi', 'peduli', 'lindungi', 'apps', 'terintegrasi'];scan qrcode aplikasi peduli lindungi apps terintegrasi
3351;Positif;iseng2 buka setting, ternyata pedulilindungi selain tersedia dalam bahasa indonesia dan inggris, juga tersedia dalam 5 bahasa lainnya.  keren sih, dan translatenya lumayan on-point (untuk russian yang saya coba)â¦  https://t.co/owx5irtonu;iseng buka setting ternyata pedulilindungi selain tersedia dalam bahasa indonesia dan inggris juga tersedia dalam bahasa lainnya keren sih dan translatenya lumayan onpoint untuk russian yang saya coba;['iseng', 'buka', 'setting', 'ternyata', 'pedulilindungi', 'selain', 'tersedia', 'dalam', 'bahasa', 'indonesia', 'dan', 'inggris', 'juga', 'tersedia', 'dalam', 'bahasa', 'lainnya', 'keren', 'sih', 'dan', 'translatenya', 'lumayan', 'onpoint', 'untuk', 'russian', 'yang', 'saya', 'coba'];['iseng', 'buka', 'setting', 'pedulilindungi', 'tersedia', 'bahasa', 'indonesia', 'inggris', 'tersedia', 'bahasa', 'keren', 'translatenya', 'lumayan', 'onpoint', 'russian', 'coba'];iseng buka setting pedulilindungi tersedia bahasa indonesia inggris tersedia bahasa keren translatenya lumayan onpoint russian coba
3352;Positif;@asdp191 step nya gimana sebelum penyebrangan? apa harus tetap validasi hasil dulu di terminal sri tanjung sebelum ke pelabuhan ketapang? atau bisa langsung ke pelabuhan ketapang bawa hasilnya? kan sudah link dengan peduli lindungi.;step nya gimana sebelum penyebrangan apa harus tetap validasi hasil dulu di terminal sri tanjung sebelum ke pelabuhan ketapang atau bisa langsung ke pelabuhan ketapang bawa hasilnya kan sudah link dengan peduli lindungi;['step', 'nya', 'gimana', 'sebelum', 'penyebrangan', 'apa', 'harus', 'tetap', 'validasi', 'hasil', 'dulu', 'di', 'terminal', 'sri', 'tanjung', 'sebelum', 'ke', 'pelabuhan', 'ketapang', 'atau', 'bisa', 'langsung', 'ke', 'pelabuhan', 'ketapang', 'bawa', 'hasilnya', 'kan', 'sudah', 'link', 'dengan', 'peduli', 'lindungi'];['step', 'penyebrangan', 'validasi', 'hasil', 'terminal', 'sri', 'tanjung', 'pelabuhan', 'ketapang', 'pelabuhan', 'ketapang', 'bawa', 'hasilnya', 'link', 'peduli', 'lindungi'];step penyebrangan validasi hasil terminal sri tanjung pelabuhan ketapang pelabuhan ketapang bawa hasilnya link peduli lindungi
3353;Positif;@perpusnas1 min mau tanya, berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga?;min mau tanya berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga;['min', 'mau', 'tanya', 'berarti', 'kalau', 'mau', 'ke', 'perpusnas', 'hanya', 'perlu', 'scan', 'qr', 'pedulilindungi', 'saja', 'atau', 'perlu', 'daftar', 'lewat', 'website', 'juga'];['perpusnas', 'scan', 'qr', 'pedulilindungi', 'daftar', 'website'];perpusnas scan qr pedulilindungi daftar website
3354;Positif;@contactap2 baik min, untuk hardcopy nya di print dari app peduli lindungi kah?  karena rumah sakit tempat saya antigen, sudah paperless;baik min untuk hardcopy nya di print dari app peduli lindungi kah karena rumah sakit tempat saya antigen sudah paperless;['baik', 'min', 'untuk', 'hardcopy', 'nya', 'di', 'print', 'dari', 'app', 'peduli', 'lindungi', 'kah', 'karena', 'rumah', 'sakit', 'tempat', 'saya', 'antigen', 'sudah', 'paperless'];['hardcopy', 'print', 'app', 'peduli', 'lindungi', 'rumah', 'sakit', 'antigen', 'paperless'];hardcopy print app peduli lindungi rumah sakit antigen paperless
3355;Positif;@nathaliamwt kamu masih di jakbar kak? quicktest enak... loh, lately aku kalo mau antigen kesana. hasil juga cepet, dikirim via whatsapp &amp;kamu masih di jakbar kak quicktest enak loh lately aku kalo mau antigen kesana hasil juga cepet dikirim via whatsapp amp;['kamu', 'masih', 'di', 'jakbar', 'kak', 'quicktest', 'enak', 'loh', 'lately', 'aku', 'kalo', 'mau', 'antigen', 'kesana', 'hasil', 'juga', 'cepet', 'dikirim', 'via', 'whatsapp', 'amp'];['jakbar', 'quicktest', 'lately', 'antigen', 'kesana', 'hasil', 'cepet', 'dikirim', 'via', 'whatsapp'];jakbar quicktest lately antigen kesana hasil cepat dikirim via whatsapp
3356;Positif;@row1599 halo kak @row1599. jika hasil rt-antigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi, dihimbau penumpang juga mempersiapkan hasil rt-antigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi. tks. -air;halo kak jika hasil rtantigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi dihimbau penumpang juga mempersiapkan hasil rtantigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi tks air;['halo', 'kak', 'jika', 'hasil', 'rtantigen', 'sudah', 'terbit', 'di', 'peduli', 'lindungi', 'maka', 'silahkan', 'tunjukkan', 'via', 'aplikasi', 'dihimbau', 'penumpang', 'juga', 'mempersiapkan', 'hasil', 'rtantigen', 'dlm', 'bentuk', 'hardcopy', 'utk', 'antisipasi', 'jika', 'terjadi', 'kendala', 'pada', 'aplikasi', 'tks', 'air'];['hasil', 'rtantigen', 'terbit', 'peduli', 'lindungi', 'silahkan', 'tunjukkan', 'via', 'aplikasi', 'dihimbau', 'penumpang', 'hasil', 'rtantigen', 'bentuk', 'hardcopy', 'antisipasi', 'kendala', 'aplikasi', 'tks', 'air'];hasil rtantigen terbit peduli lindungi silakan tunjukkan via aplikasi dihimbau penumpang hasil rtantigen bentuk hardcopy antisipasi kendala aplikasi tks air
3357;Positif;@mikylaicel @plindungi sdh semua pdhl kn aneh, dl stlh vaksin ke 2 petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs;sdh semua pdhl kn aneh dl stlh vaksin ke petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs;['sdh', 'semua', 'pdhl', 'kn', 'aneh', 'dl', 'stlh', 'vaksin', 'ke', 'petugasnta', 'blng', 'kl', 'kartu', 'vaksin', 'sy', 'tdk', 'dpt', 'di', 'print', 'kn', 'konyol', 'sekali', 'sdngkn', 'yg', 'lain', 'bs'];['pdhl', 'aneh', 'dl', 'stlh', 'vaksin', 'petugasnta', 'blng', 'kartu', 'vaksin', 'print', 'konyol', 'sdngkn'];padahal aneh dulu setelah vaksin petugasnta bilang kartu vaksin print konyol sdngkn
3358;Positif;@contactap2 selamat sore, min untuk rt antigen, apa wajib diprint ? karena hasilnya masuk di aplikasi peduli lindungi;selamat sore min untuk rt antigen apa wajib diprint karena hasilnya masuk di aplikasi peduli lindungi;['selamat', 'sore', 'min', 'untuk', 'rt', 'antigen', 'apa', 'wajib', 'diprint', 'karena', 'hasilnya', 'masuk', 'di', 'aplikasi', 'peduli', 'lindungi'];['selamat', 'sore', 'antigen', 'wajib', 'diprint', 'hasilnya', 'aplikasi', 'peduli', 'lindungi'];selamat sore antigen wajib diprint hasilnya aplikasi peduli lindungi
3359;Positif;@infomadanggeden tambahi aplikasi pedulilindungi, tanpa itu km gabisa kemana mana;tambahi aplikasi pedulilindungi tanpa itu km gabisa kemana mana;['tambahi', 'aplikasi', 'pedulilindungi', 'tanpa', 'itu', 'km', 'gabisa', 'kemana', 'mana'];['tambahi', 'aplikasi', 'pedulilindungi', 'gabisa', 'kemana'];tambahi aplikasi pedulilindungi enggak bisa kemana
3360;Positif;kayak lagi nunjukin pedulilindungi pas mau masuk mall;kayak lagi nunjukin pedulilindungi pas mau masuk mall;['kayak', 'lagi', 'nunjukin', 'pedulilindungi', 'pas', 'mau', 'masuk', 'mall'];['nunjukin', 'pedulilindungi', 'pas', 'mall'];nunjukin pedulilindungi pas mall
3361;Positif;ke deli park ternyata harus scan aplikasi pedulilindungi ya.. untung udah vaksin;ke deli park ternyata harus scan aplikasi pedulilindungi ya untung udah vaksin;['ke', 'deli', 'park', 'ternyata', 'harus', 'scan', 'aplikasi', 'pedulilindungi', 'ya', 'untung', 'udah', 'vaksin'];['deli', 'park', 'scan', 'aplikasi', 'pedulilindungi', 'untung', 'vaksin'];deli park scan aplikasi pedulilindungi untung vaksin
3362;Positif;sasar kartu vaksin dan aplikasi peduli lindungi, gabungan ops zebra agung 2021 gelar razia  https://t.co/se9ozyhg6a;sasar kartu vaksin dan aplikasi peduli lindungi gabungan ops zebra agung gelar razia;['sasar', 'kartu', 'vaksin', 'dan', 'aplikasi', 'peduli', 'lindungi', 'gabungan', 'ops', 'zebra', 'agung', 'gelar', 'razia'];['sasar', 'kartu', 'vaksin', 'aplikasi', 'peduli', 'lindungi', 'gabungan', 'ops', 'zebra', 'agung', 'gelar', 'razia'];sasar kartu vaksin aplikasi peduli lindungi gabungan ops zebra agung gelar razia
