Value;tweet
Positif;@kompascom nah ini nampaknya lebih bagus daripada instal pedulilindungi dan sekaligus menggantikan sms 1199 yang sekarang link-nya tidak bisa diakses lagi.
Positif;@kompascom Nah gitu dong... Kalo perlu lebih ketat lagi.... Satu lagi nih suruh pake aplikasi peduli lindungi skalian ya, itu kalo bisa secara mereka bukan wni 😄😁😄
Positif;@Kitor92365868 @pedulilindungi Pagi kak. Terima kasih atas saran dan masukan yang sudah diberikan, akan segera kami lakukan evaluasi kembali. Terima kasih ^SJ
Positif;@kinaraduta @notyourbssns pasti km jalan jalan dna lupa peduli lindungi🙏
Positif;@Kimye_na Selamat sore. Bagi pengguna jasa KRL cukup menunjukkan sertifikat vaksin (minimal dosis pertama) bisa dalam bentuk fisik/digital, atau silakan menggunakan scan barcode melalui Aplikasi PeduliLindungi yang tersedia di setiap stasiun, tks.
Positif;@Khsnh_ Kalo anak2 ya blm bisa vaksin mb, to setauku apk peduli lindungi itu buat yg udh vaksin trs kalau mau ke mall atau swalayan besar harus scan. Soalnya kalo blm vaksin mau scan pake apk peduli lindungi blm bisa..
Positif;@Kholillah_21 @mgrhmprm @agungxanggara @HalloMazidaaa @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Terimakasih kaka ada niat mau bantu, tapi Alhamdulillah barusan saya dapet sertifikatnya. baru di respon, makasih sebelumnya ya.
Positif;@kfdj @kevinoctavius @PLindungi @kemkominfo @KemenkesRI Akhirnya mba semoga ga ada error lagi deh ya aplikasinya
Positif;@kemkominfo @PlateJohnny berharap, seluruh elemen masyarakat ikut berkolaborasi dan bekerja keras utk ttp disiplin prokes, menyegerakan vaksinasi, menggunakan aplikasi Peduli Lindungi, menjalankan testing, dan patuh aturan pembatasan mobilitas jelang Nata
Positif;@KemenkesRI Vaksin umur 11 thn kapan ? Kmrn sepertinya sudah dapat beritanya, tp kog blm ada woro2nya niy di jaki,pedulilindungi mau daftar tp tetap sj blm bisa. Ayo dong 😄😊🙏
Positif;@kemas_fatur18 @AfnesFisnanda3 @unsrifess Kalo aku kmren scan peduli lindungi, tp kalo ga ada apk nya suruh nunjukin sertifikat vaksin
Positif;@kekesh_ AKU JUGA GATAKUT AKU PUNYA PEDULI LINDUNGI!!
Positif;@keenisue @splendidhell @moviemenfes cuma login pake pedulilindungi aja uda bisa ko
Positif;@kebijian Soalnya temen gue dlu juga gitu. Berapa kali cek di peduli lindungi ga muncul terus
Positif;@karirfess Mendingan cari yang nyambung ke peduli lindungi kalo gak nyambung agak ribet nnti nder
Positif;@karirfess Mending cari yang antigen nyambung ke peduli lindungi aja
Positif;@karirfess Bisa semua, nunjukin dari hp juga boleh pake pedulilindungi
Positif;@karawangfess scan peduli lindungi aja
Positif;@karawangfess pake pedulilindungi. gpp dosis pertama juga
Positif;@karawangfess kalo k jkt pake peduli lindungi juga cukup da,
Positif;@karawangfess Bawa ktp sm peduli lindungi aja
Positif;@KAMegantara @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng Inqury capil bukan dari dulu pas ada kesalahan malah ga siap trus lempar2 ke instansi lain. Muhasabah diri ente wey!
Positif;@KAI121 min mau tanya kalo naik kereta prameks ga scan dari peduli lindungi bisa ga ya, soalnya statusnya masih merah padahal udh vaksin 1. Mksh
Positif;@KAI121 Bukti fisik sertifikat nya ada min. Jadi bisa ya pake bukti sertifikat walaupun status di pedulilindungi nya masih merah?
Positif;@KAI121 @kamubaubanget Mau tanya, kalo hasil rapid antigen stasiun apa masuk ke aplikasi peduli lindungi? Terima kasih sblmnya
Positif;@KAI121 @kamubaubanget Klinik biasa gabisa ya kak? Apakah hasil antigen harus masuk sistem pedulilindungi?
Positif;@kabukies87 @pedulilindungi @PLindungi Bagaimana jika 1 akun untuk 2 nik ?
Positif;@justhilmann Iih soalnya scan QR peduli lindungi, minumal vaksin 1 sih
Positif;@jung0neluv ih download PeduliLindungi aja, nanti kamu masukin data data kaya nik gitu. Bakal ada kok bukti vaksin nya 1&amp
Positif;@Jooniesugar @HiManiezz_ @bee_fiera @PLindungi Kemarin aku abis balik lagi ke faskes terkait, dan ternyata ada kesalahan dipenginputan data punyaku. Setelah diperbaiki sama petugasnya, sertif punyaku barusan keluar. Barangkali punyamu juga sama masalahnya
Positif;@jogmfs pedulilindungi aja yg udh vaksin dosis satu minimal sama ktp
Positif;@jogmfs Malam sahabat, saat ini calon penumpang kereta Bandara YIA sudah tidak memerlukan STRP/hasil Rapid test antigen. Calon penumpang wajib divaksin minimal dosis pertama, dibuktikan dengan sertifikat vaksin fisik maupun dari aplikasi PeduliLindungi (1
Positif;@jogmfs Kagak di tanyain sudah vaksin atau belum, yang penting scan peduli lindungi aja
Positif;@jogmfs Iya, terus scan pedulilindungi baru ke kanan turun pake eskalator
Positif;@jogmfs cukup pake peduli lindungi
Positif;@jjeeha_ @PLindungi Haiii haii, itu ternyata setelah aku tanya sama orang yang handle data di tempat vaksin, harus ke DUKCAPIL untuk aktifkan nomor NIK
Positif;@Jendayi_id @malfoylady_ @PLindungi No cs nya peduli lingdungi brpa kak?
Positif;@jembermfs udah buka semua. bbrp hari yg lalu ke XXI nunjukin peduli lindungi
Positif;@jejeens @PLindungi Setelah baca tweet kakanya,ku langsung inget punyanya bapak saya yg sertifikatnya belum muncul di peduli lindungi dan salah data (salah no hp),terus langsung kirim pesan ke email sertifikat peduli lindungi,ehh ternyata fast respon dan 
Positif;@japeeee_ Pake peduli lindungi diri doang  https://t.co/guOLw997Bk
Positif;@jamalbalbed Selamat pagi. Penumpang KA usia 12 tahun ke atas wajib menunjukkan sertifikat vaksin dari aplikasi PeduliLindungi atau kartu vaksinasi, minimal dosis pertama. Kemudian bila menggunakan KA Jarak Jauh, maka seluruh penumpang (termasuk anak usia
Positif;@jamalbalbed Mohon maaf Kak, selain Negatif Rapid test Antigen bagi penumpang KA Jarak Jauh juga wajib melampirkan kartu/sertifikat vaksin minimal dosis pertama berupa digital (via aplikasi PeduliLindungi) atau fisik cetak. Terima kasih.
Positif;@jaehyunlite Jangan lupa install peduli lindungi
Positif;@J7AEMIIN iya jangan lupa download pedulilindungi
Positif;@iyqchonlo @NOVIEnureka @PLindungi Daftarnya lewat google dlu, nanti klo udah daftar, tinggal masuk lewat app
Positif;@IyanSins @ikidikii @lentera @4_Huruf @PLindungi AQ kmaren via WA update datanya, dibalas itu wa nya....
Positif;@itsmepao0 Kayaknya bisa dari peduli lindungi
Positif;@itsmenjd @PLindungi Udah, dicoba lagi besok
Positif;@Isnoyeyeye Peduli lindungi
Positif;@islut4tulsi Saya tidak tinggal di Jakarta..tapi kata teman yang habis tugas ke sana,yang pakai masker cukup banyak, meski memang kedisiplinan mulai turun. Pemakaian aplikasi peduli lindungi di mall-mall,beragam praktek nya,ada yang ketat dan ada yang lon
Positif;@irnbrnda Penumpang wajib sudah vaksin minimal dosis pertama. Dibuktikan dengan menunjukan aplikasi PeduliLindungi atau kartu vaksin, ketentuan ini dikecualikan bagi penumpang dibawah 12 tahun. |2
Positif;@ipuleadership Sore sahabat, saat ini pelaku perjalanan udara rute tersebut wajib menunjukkan Surat Keterangan hasil negatif RT-PCR maksimal 2x24 jam sebelum keberangkatan, sertifikat vaksin (minimal dosis pertama) serta mengisi e-HAC Indonesia melalui ap
Positif;@ipeachyou1012 Harus test di tempat yang udah terdaftar di pedulilindungi
Positif;@ini7indonesia Hai Kak, maaf atas ketidaknyamanannya. Kakak gak perlu khawatir kalau belum vaksin atau belum ada aplikasi Peduli Lindungi tetap bisa transaksi di cabang kok. Nanti dicek suhu tubuh maksimal di bawah 37,5 derajat dan isi buku registrasi kun
Positif;@infomalang @Taphe Betul mimin. Pastikan sewaktu mau test bilang ke petugas bahwa test untuk penerbangan jadinya ter-link dg apps pedulilindungi nantinya🙏
Positif;@indomyfess Kepada bighit : yak teross teroos aj kita ud kebal kok smua data army ud ad d peduli lindungi  *mari kita pura2 terkaget aku terheran2 jika mmng akn ad sbuah cb :)
Positif;@indoflyer Life hack: Isi kota tujuan lalu scan barcode hasil antigen/PCR di peduli lindungi. Walaaaaa! Mudah bukan untuk membuatnya.
Positif;@ilav_viu udh bnyak yg ga pake peduli lindungi skrg, kmaren ke pakuwon mall jga random orang masuk ada yg masih check in &amp
Positif;@ilav_viu @sbyfess Itu  pke aplikasi peduli lindungi ta
Positif;@idpasssayangku @collegemenfess Scan QR code yg tersedia pake aplikasi pedulilindungi aja kak..
Positif;@icermyyy Nnti cek sertifnya bisa lewat peduli lindungi lngsng pake nik
Positif;@icantbenice @tynderfess QR biar sekalian scan pedulilindungi
Positif;@iankeic soal nya gua kemaren cuma scan peduli lindungi ga di tanya sertif vaksin
Positif;@iankeic bisaa, cuma di peduli lindungi dia keterangan nya merah, kalo udah vaksin kan kuning/ijo
Positif;@iam_frits Selain itu, pelaku perjalanan juga wajib mengisi e-HAC Indonesia pada aplikasi Peduli Lindungi. Selanjutnya, silahkan berkoordinasi dengan maskapai yang akan digunakan untuk memastikan persyaratan perjalanan yang diperlukan. Tks -Miftah (2)
Positif;@hyuckiewin @PLindungi Hai, ortuku udah vaksin blm dpt sertifikatnya. Udah email jg, balasannya disuruh nunggu masih proses input data &amp
Positif;@howdareuu @PLindungi minn tolong dong temenkuuu
Positif;@hopanacea lom ada peduli lindungi mereka sis
Positif;@hobinyanjajan Kemudian wajib menunjukkan sertifikat vaksin Covid-19 minimal dosis pertama dalam bentuk cetak, atau digital melalui aplikasi Peduli Lindungi (dikecualikan bagi penumpang dibawah 12 tahun). |2
Positif;@hobinyanjajan dipastikan Kakak membawa data vaksinasi melalui aplikasi pedulilindungi atau kartu vaksin minimal dosis pertama. Informasi lengkap silakan cek link berikut:  https://t.co/Gex6hLrT8U. Trims. |2
Positif;@HiManiezz_ @diahulumi_ @PLindungi Sekarang alhamdulillah udah ada, kemaren si kaka aku pas vaksin kedua dia bilang sama petugas nya trus disuruh hubungi petugas nya buat dibikinin sertif. Soalnya, ternyata waktu itu petugasnya salah masukin batch vaksin 
Positif;@HiManiezz_ @diahulumi_ @PLindungi Coba tanyain ke petugas nya aja lagi.
Positif;@HiManiezz_ @bee_fiera @PLindungi Okay nder
Positif;@HiManiezz_ @bee_fiera @PLindungi Hi nder, aku kemarin abis balik lagi ke faskes yg dulu aku vaksin. Ternyata emang ada kesalahan dipenginputan data punyaku. Alhamdulillah setelah diperbaiki, sertif punyaku barusan keluar. Mungkin punyamu juga sama kayak 
Positif;@herrrarrra @PLindungi Mbb yaa, sudah dapat kok. Via email, dicoba lagi aja kalau memang belum bisaa ???�
Positif;@henrysubiakto Skg pedulilindungi bisa diakses dr app2 terkenal tanpa hrs donlot. Pengguna app besar2 spt gojek, tokopedia dll otomatis bisa jd pengguna APL. Tiap orang yg sdh vaksin pasti ingin datanya msk APL. Makanya jd besar skl penggunanya. Tiap ada 
Positif;@henrysubiakto kalo mau jujur... mereka yg pake aplikasi peduli lindungi sebagian besar ?�???�???�?�?�???�??  karena ingin tahu masalah covid-nya, tp ?�?�?�???�???�???�?? untuk digunakan sbg alat kelengkapan persyaratan dlm aktifitas sehari-hari....
Positif;@henrysubiakto Aplikasi unicorn yg sdh lbh lama instalnya suka2, pak. Klo #pedulilindungi wajib diinstal. Jadi tentu aja dalam setahun ini melejit orang yang downloadnya..
Positif;@henrysubiakto @MantipsMamen Prof, QR code peduli lindungi bisa diakses lewat website tanpa perlu  download aplikasi, mungkin benar, cakupan QR code sudah lebih dr 70jt, tapi bukan aplikasinya, prof bisa bedakan cakupan QR code dengan aplikasi kan?
Positif;@henrysubiakto @MantipsMamen Klo yg Bapak lingkarin pengguna QR Code peduli lindungi pak sdh lebih dri 73 jt pengguna...bukan didownload ? Bapak staf ahli ya kominfo ya ?
Positif;@Henrys_18 @PLindungi Barokalloh
Positif;@Henrys_18 @PLindungi Barokalloh
Positif;@helmNHKmerah jgn lupa siapin powerbank biar bisa scan peduli lindungi
Positif;@hedwigus @Bluebirdgroup Minusnya gini, jadi pas driver stop argo, dia ga langsung bisa kasi tips, jeda beberapa menit, keburu kedistraksi peduli lindungi, dan pas lagi jalan argo blm bisa masukin tips, mungkin kalo diperbaiki, lebih nyaman
Positif;@hcqyut @istrikimyohan @teeamobts @PLindungi Mjb kak, waktu kakak berapa hari ya kira kira berubahnya? TIA
Positif;@hasugian_rolph Mohon untuk menghubungi Peduli Lindungi terkait perubahan data vaksinasi, melalui saluran resmi berikut: Call Center: 119 ext 9 Email: vaksin@pedulilindungi.id &amp
Positif;@hantubirukelabu atau RT-Antigen negatif dengan masa berlaku 1x24 dengan ketentuan sudah melakukan vaksin dosis kedua. Serta mengisi e-HAC pada aplikasi Peduli Lindungi.  Terima kasih. -Airin (2)
Positif;@handrika Silakan menunjukkan sertifikat vaksin (minimal dosis I), hasil negatif tes RT-PCR yang diterbitkan maksimal 3x24 jam sebelum keberangkatan oleh Fasyankes yang terafiliasi Kemenkes RI, mengunduh aplikasi PeduliLindungi, dan mengisi eHAC Indonesia
Positif;@hamzzidan_ liat di peduli lindungi cobaa
Positif;@HalloMazidaaa @omrrhmn @andhikamppp @PLindungi @KemenkesRI @KawalCOVID19 @tirta_cipeng dm saya mba, saya coba cek. In syaa Allaah ku bantu
Positif;@haichimmygemes kayaknya yg penting vaksin deh, biar bisa scan peduli lindungi
Positif;@HagisEP @PLindungi hayolo
Positif;@gusn @diahulumi_ @PLindungi thank u bgt bang infonya. aku barusan coba via email lgsg dapet sertifnya
Positif;@gusipkku peduli lindungi nya mana
Positif;@Good_pappy Kemudian wajib menunjukkan sertifikat vaksin Covid-19 minimal dosis pertama dalam bentuk cetak, atau digital melalui aplikasi Peduli Lindungi (dikecualikan bagi penumpang dibawah 12 tahun). |2
Positif;@gogiism Selamat siang Kak. Calon penumpang KA #Joglosemarkerto tidak diwajibkan membawa hasil pemeriksaan Rapid Test Antigen. Namun, wajib melampirkan sertifikat vaksin minimal dosis pertama (dibuktikan dengan aplikasi peduli lindungi atau kartu vaksin).
Positif;@gloomyondays di apk peduli lindungi kamu gmn?
Positif;@gloomyondays @MyDimdam Coba cek apk peduli lindungi, kemaren punya gua gada tapi pas cek situ ada
Positif;@ggoodboyss Kalo gak ada issue, ditunggu aja maksimal 3x24 jam, kalo belum keluar juga bisa report ke cc peduli lindungi
Positif;@ggoodboyss Harusnya enggak ya... Coba tunggu sampai 2 harian, baru lapor ke pedulilindungi
Positif;@ggoodboyss coba cek lewat web peduli lindungi kalau emang di apk nya gak muncul
Positif;@ggoldshine Coba buka di web pedulilindungi(.)Id , waktu ini aku ga dapat sms buat serti vaksin 3, jd nyari di sana ternyata ada yaudah langsung donlot hehe
Positif;@Geriemese_ Dapat kami informasikan jika di aplikasi pedulilindungi belum terintegrasi, maka wajib membawa hasil Antigen dalam bentuk hardcopy ya kak. Tks. -Diki
Positif;@gemaulani Nah, penting nih gunakan aplikasi pedulilindungi. biar waspada sama daerah yg rawan covid19. selain itu banyak manfaat lainnya. yg belum download, ayo segera.   #wisatajagaprokes
Positif;@GC7535 Udah dong, dah masuk peduli lindungi juga
Positif;@ganilukmanul @bdngfess kalo aku sih ngga, sertifnya yang ada di file hp aja kalo ngga di apk peduli lindungi
Positif;@GAHunterFess Coba cek di aplikasi peduli lindungi nder. Harusnya ada ditulis
Positif;@gabisajongkok @PLindungi pas awal awal emang ga pernah di bales kak, tapi kemarenan aku coba lagi eh responnya cepet
Positif;@gabisajongkok @PLindungi pas awal awal emang ga pernah di bales kak, tapi kemarenan aku coba lagi eh responnya cepet
Positif;@gabisajongkok @PLindungi komplain tgl 4 oktober, lgsg dibales hari itu juga  https://t.co/hMpHWb76hb
Positif;@gabisajongkok @PLindungi komplain tgl 4 oktober, lgsg dibales hari itu juga  https://t.co/hMpHWb76hb
Positif;@gabisajongkok @PLindungi bantu jawab, udah coba email ke sertifikat@pedulilindungi.id belum kak? soalnya sekarang responnya lumayan cepet ga kayak kemaren kemaren
Positif;@FWBESS Cek in pake PeduliLindungi?
Positif;@FunJunkies Papa mamaku pertamakali ke mall berduaan aja.... 74th dan 70th, dibantu installin app peduli lindungi sama bpk satpam Gandaria city.....
Positif;@fullsunchan06 scan barcode peduli lindungi ya
Positif;@FloAuriga @PLindungi pake super speed , biar cepet
Positif;@FloAuriga @PLindungi Oh iya ga jd diajarin ya
Positif;@FloAuriga @PLindungi Ngalir aja kan eksplor, anggep aja petualangan
Positif;@FloAuriga @PLindungi Di peduli lindungi lu bisa
Positif;@FKadrun wah potonya yg ini insyaAllah bisak dipakek scan peduli lindungi nih, biar lolos masuk mall  kalog poto yg sangar tadi, gag lolos om...
Positif;@FitriBU1 Kemudian wajib menunjukkan sertifikat vaksin Covid-19 minimal dosis pertama dalam bentuk cetak, atau digital melalui aplikasi Peduli Lindungi (dikecualikan bagi penumpang dibawah 12 tahun). |3
Positif;@firdageorge @zeanysa @e100ss @PLindungi Saya 2-3 harian berubah balik hijau sendiri mbak.
Positif;@firdageorge @kevinoctavius @PLindungi @kemkominfo @KemenkesRI Just info mas dan mba..peduli lindungi saya sudah hijau..terima masih atas info2nya...
Positif;@firdageorge @kevinoctavius @PLindungi @kemkominfo @KemenkesRI Iya mba mudah2an
Positif;@fee_naa21 Hai kak. Saat ini selain melalui aplikasi PeduliLindungi atau JAKI, pelanggan tetap bisa dengan menunjukan bukti vaksinasi diri menggunakan dokumen sertifikat yang dikeluarkan oleh lembaga berwenang. Terima kasih ^ZL
Positif;@fauzanasrian @istrikimyohan @PLindungi Wah ini autoreply
Positif;@fastwinwin keanya bisaaa tp harus ada apl peduli lindungi ituuu
Positif;@excuusmee rumah gue pake pedulilindungi
Positif;@eufoni__ @fitrianidwirama @PLindungi Udah coba tapi katanya harus cek ke faskes .
Positif;@ervhmwn Berlindung di balik peduliLindungi we km mah jy
Positif;@erlindapuss Peduli lindungi
Positif;@erinajulia Syukurlah udah install aplikasi peduli Lindungi nya  Jadi aman kalau mau wisata nihh,  #wisatajagaprokes  pariwisata bangkit lagi
Positif;@enhypen_fess gaoaoa maju sini gatakut aku punya pedulilindungi gaoaoa!
Positif;@elwdchy @salmaakela @kueputugerobak @PLindungi Halooo haloo aku ada update nih, ternyata kalian harus ke DUKCAPIL, sesuai daerah KK masing-masing ya, untuk aktifkan NIK nya di Pcare ???�
Positif;@eddupedia @pegavvai @indoflyer Bener... tgl 31 oct kmrn uda ada aplikasi peduli lindungi diarahkan utk lgs aja sm petugas disitu...
Positif;@eajunongyu @PLindungi Makasih banyakk ya ????
Positif;@Dyanasthasia Do you think peduli-lindungi really worth it? Sometimes i think about it all the time since i know how disgusting the story behind it.
Positif;@Dutacapeknugas peduli lindungi
Positif;@duabelasmalem Download hla apk peduli lindungi
Positif;@drpriono1 @jokowi setuju, sekarang pedulilindungi banyak yang ngga pakai, apalagi seorang “dr” suka membuat narasi narasi menjelekkan pedulilindungi di timeline medsos dia
Positif;@drkimseungmin bisa kokk, cek di peduli lindungi kan?
Positif;@DlDlANDRA pmi jl wates diii kmrn sodaraku di sana lgsg masuk pedulilindungi
Positif;@DjuremiReinke @henrysubiakto Jika memang terbukti Ngibul atau ada yg di kibuli, sertakan bukti dan Laporkan. Jika tidak bisa membuktikan, Anda menyebar Fitnah,Aplikasi Peduli Lindungi memang benar bisa di Akses dari Gojek Shope dll,di sini sy bkn sdg mem
Positif;@DioReggy @jonathanfilbert @hrdbacot @PLindungi @taktekbum @univ_indonesia @FASILKOM_UI mmf tp feelingku terbitnya ntar pas km dah jadi bapak orang sih reg :-(
Positif;@DioReggy @adanti20 @hrdbacot @PLindungi @taktekbum @univ_indonesia @FASILKOM_UI Halo teman teman! Terima kasih sudah mampir. Akan aku update kalau risetnya sudah selesai ya! By the way bantuan kalian akan sangat membantu. Thanks!
Positif;@dinulaulia @PLindungi @kemkominfo Hai kak,alhamdulilah sudah kembali hijau . Aku menghubungi call centernya dan kirim email ke kominfo berkali kali. Kamu sudah lakuin itu ??
Positif;@dinulaulia @PLindungi @kemkominfo Hai kak,alhamdulilah sudah kembali hijau . Aku menghubungi call centernya dan kirim email ke kominfo berkali kali. Kamu sudah lakuin itu ??
Positif;@DinoBiruu aplikasi biru = PEDULI LINDUNGI
Positif;@DimasMaghrib Kemudian wajib menunjukkan sertifikat vaksin Covid-19 minimal dosis pertama dalam bentuk cetak, atau digital melalui aplikasi Peduli Lindungi (dikecualikan bagi penumpang dibawah 12 tahun). |2
Positif;@didyouseemyzayn BGSTTTTTT pedulilindungi dulu dong
Positif;@DianWidiari @PLindungi Alhamdulillah sudah kembali hijau..
Positif;@Diantari90 @PLindungi Semangat kak, semoga lekas bisa ????????
Positif;@Dian_Fitriani76 Peduli lindungi
Positif;@diahuta08854426 @PLindungi Halo, izin nimbrung saya jg sama kaya mbaknya. Udah dapet solusi mbak
Positif;@dhnrra Sangat baik hati, peduli sesama, peduli lingkungan, peduli lindungi juga😭jangan begadang kakk!!😂💜wkwkwk
Positif;@dhanyfir Ayo wes kak numapk getek los gapke peduli lindungi
Positif;@devi_sriana @PLindungi Allahumma Lancar Jaya, sukses selalu memaesnya Jeng Sri
Positif;@denisfaiz Selamat sore. KAI Commuter memberlakukan sertifikat vaksin (sekurangnya dosis pertama) sebagai syarat untuk naik KRL. Sertifikat vaksin bisa ditunjukkan dalam bentuk fisik (dicetak), maupun digital, atau scan QR melalui Aplikasi Peduli Lindungi
Positif;@denaldoalfando melalui aplikasi Peduli Lindungi. Informasi lengkap, Kakak juga bisa cek link  https://t.co/Gex6hLrT8U. Terima kasih. |2
Positif;"@DeDeppss @PLindungi semua cara sudahku coba,ttp ga bisa,karna hpnya terlalu kuno wkwk,yaaaa jalan satu""nya harus ganti hp huaaaaa:"""
Positif;@deb_for_debian scan peduli lindungi aja sih paling ndra, atau buat kartu vaksin yg kaya ktp gt. iya hahaha atleast ga antigen ya😂
Positif;@deangrh_ Tapi bukannya AZ 12 minggu ya jarak dosis 1 ke 2 ? Ini karna pedulilindungi sama jaki ga sinkron, jadi kepikiran mau vaksin ulang 😅
Positif;@dasaptaerwin @PLindungi salam kenal buat mbak Novi.. yang G20 po?
Positif;@dasaptaerwin @PLindungi oh kemarin pagi. wah nggak memperhatikan......
Positif;@Dandy_Ach Mendingan donlod apk peduli lindungi 😭🤟
Positif;@dalfandean @jakeshim202 @PLindungi Oh gitu. Okedeh makasi ya kak,ntar aku coba deh.
Positif;@dalfandean @jakeshim202 @PLindungi Mjb,punya kakak pas di log out terus relogin udah ganti jadi kuning belum?
Positif;@daengdim melalui aplikasi Peduli Lindungi.   Selanjutnya, silahkan berkoordinasi dengan pihak KKP di bandara keberangkatan dan maskapai yang akan digunakan untuk memastikan persyaratan perjalanan yang diperlukan. Terima kasih -Sinta (2/2)
Positif;@D_H_E__ Halo Kak, maaf atas ketidaknyamanannya ya. Tenang aja ya, Kak. Kalau belum vaksin atau belum punya aplikasi Peduli Lindungi, Kakak tetap bisa ke Cabang BNI kok. Nanti isi buku registrasi kunjungan saja di cabang dan cek suhu tubuh di bawah 37,5 d
Positif;@cusksjmoon (dibuktikan dengan aplikasi Peduli Lindungi atau kartu/sertifikat dalam bentuk fisik). Informasi lengkap terkait syarat dan ketentuan perjalanan dengan KA dapat dilakukan pengecekan via link  https://t.co/Gex6hLrT8U. Trims. |2
Positif;@curvbee Pengen, tapi gak ada peduli lindungi
Positif;@crwuella Berarti download peduli lindungi dulu ya?
Positif;@convomfs Uda update peduli lindungi blm nder. Kemaren aku jg blm dapet krn blm apdet
Positif;@convomfs Nanti jadinya di profile peduli lindungi nomor itu, isinya ada 2 sertif. Aku begitu. Jadi ada sertif aku dan nenekku
Positif;@convomfs Mending download pedulilindungi aja
Positif;@convomfs email ke pedulilindungi nder aku juga gitu trus pas dibales udh muncul lg
Positif;@convomf Lngsng dateng, pas masuk cuma scan diapp jaki / peduli lindungi
Positif;@convomf langsung dateng aja nder. tinggal scan qr pake app pedulilindungi
Positif;@convomf Ini aku pernah pulkam sendiri tp sblm pandemii. Jadi dateng ke stasiun, print(?) tiket, trus tinggal nunggu kereta, dan tadaa kamu pulkam.  Gatau ya kalo skrg, mungkin scan peduli lindungi atau swab
Positif;@contactap2 Makasih, jadi ketika membuat ehac sblm berangkat, bisa tambah dokumen vaksin? krn tidak bisa melihat dokumen di peduli lindungi kalau wna
Positif;@CommuterLine Kalo dari peduli lindungi tinggal di scan kan???
Positif;@CommuterLine @Fikrinugraha9 Bukan hanya pengguna min, petugas juga harusnya ngecekin pedulilindungi contohnya
Positif;@collegemenfess langsung dateng ajaaa scan peduli lindungi. terus ke lantai duaaa buat bikin kartu perpusnaas
Positif;@collegemenfess kalo di aku bisa buat gmail, google, wa, grab, gojek, pedulilindungi, spotify dll
Positif;@collegemenfess Harus ada apk peduli lindungi nanti scan dulu sebelum masuk, udh vaksin, terus ga harus punya kartu perpusnas, cuma emang ada beberapa lantai atau tempat yg harus pake kartu, rekomen nugas di lantai 12, 21, 22, 23
Positif;@collegemenfess engga nder langgsung make app pedulilindungi
Positif;@CNNIndonesia Program vaksinasi nasional kan sudah dijalankan. Sudah ada sistem peduli lindungi untuk check in di fasilitas publik. Lah kok harus pcr. Buat apa vaksin kalo masih di Bebani pcr.. yang bener lah caranya kalo mau cari kekayaan pak boss. Kasia
Positif;@clynophile0 @PLindungi Vaksin lagi kali ya
Positif;@cloudyskycries @bertanyarl Ak pas itu dftr ga pake apk, pas aku pake apk (pake Nope)susah merah trs. Trs ak sign in lwt web pedulilindungi (pake email) lancar. Kalo pake nope gtw yh soalnya di aku lama bgt buat dpt no verifikasinya lbh worth it pake emai
Positif;@chosowaifu Di pedulilindungi sertifikat biasanya ada je..
Positif;@chocochizzu Ntar yg online nontonnya di peduli lindungi
Positif;@choc0oojull @PLindungi Kalau gak bisa kasih selembar kertas yang asli atau fotocopyan,cukup foto tapi harus tinggalin NIK ktp nya
Positif;@choc0oojull @PLindungi Doi siape wkwkwk tp aku dapet sms 2 2 nya
Positif;@choc0oojull @PLindungi Coba suruh orang yang terdekat ke lokasi vaksin nya dan bawah fotocopyan atau selembar kertas yang asli waktu dapat dari tmpt vaksin, dan kalau sudah begitu nnti di suruh tinggalin nomor ktp dan paling lambat data nya bakal masuk s
Positif;@choc0oojull @PLindungi Coba kmu krim laporan via email ke peduli lindungi dan kalau masih belom bisa langsung coba ke tmpt kmu vasksin dan bilang data nya belom masuk
Positif;@Chintyaagt Hai Kak, sesuai dengan anjuran pemerintah saat ini untuk datang ke lokasi Cabang BNI harus scan aplikasi Peduli Lindungi ya atau menunjukan kartu vaksin ke 2. Jika belum vaksin menunjukkan hasil PCR/Antigen/Genose ya Kak. Tks -Fitra-
Positif;@CheryNoona ADA PEDULI LINDUNGI
Positif;@cepongie hoo peduli lindungi tah
Positif;@cattiwi Sudah aku kirimin via app Peduli Lindungi ya, cek saldo sudah nambah atau belum
Positif;@cat_eyeee @bee_fiera @PLindungi Ntar kalo udah ada sertifnya kasih tau ya, thankyouu infonya�??
Positif;@cat_eyeee @bee_fiera @PLindungi Ntar kalo udah ada sertifnya kasih tau ya, thankyouu infonya�??
Positif;@captxainel peduli lindungi kan buat cek vaksin y, peduli lingkungan = peduli untuk mnjd lingkungan yg sehat tanpa coronano
Positif;@CantonaArief Silakan menunjukkan sertifikat vaksin (minimal dosis I), hasil negatif tes RT-PCR yang diterbitkan maksimal 2x24 jam sebelum keberangkatan oleh Fasyankes yang disebutkan dalam Keputusan Menkes RI, mengisi eHAC, dan mengunduh aplikasi PeduliL
Positif;@cambridgia @PLindungi Woke ai makasiii
