;Value;tweet;cleaning
3289;Positif;ui nya peduli lindungi yang baru keren sii  https://t.co/j5A1RoBXeV;ui nya peduli lindungi yang baru keren sii
3290;Positif;@SmgMenfess2 mending di lab cito wae, 99k tpi terdaftar ning peduli lindungi;mending di lab cito wae  tpi terdaftar ning peduli lindungi
3291;Positif;Taman Flora pagi, cukup padat &amp;taman flora pagi cukup padat amp
3292;Positif;@FitriBU1 Kemudian wajib menunjukkan sertifikat vaksin Covid-19 minimal dosis pertama dalam bentuk cetak, atau digital melalui aplikasi Peduli Lindungi (dikecualikan bagi penumpang dibawah 12 tahun). |3;kemudian wajib menunjukkan sertifikat vaksin covid minimal dosis pertama dalam bentuk cetak atau digital melalui aplikasi peduli lindungi dikecualikan bagi penumpang dibawah tahun
3293;Positif;PeduliLindungi Bakal Bisa Akses Data Rekam Medis Pasien  https://t.co/2prx4dHJsp;pedulilindungi bakal bisa akses data rekam medis pasien
3294;Positif;Tadi liat di supermarket mbak2 mau scan QR Peduli Lindungi ke alat pengukur suhu badan. Memanglah new normal ini bikin keder.;tadi liat di supermarket mbak mau scan qr peduli lindungi ke alat pengukur suhu badan memanglah new normal ini bikin keder
3295;Positif;@munfess Antigen sama apk pedulilindungi;antigen sama apk pedulilindungi
3296;Positif;@cusksjmoon (dibuktikan dengan aplikasi Peduli Lindungi atau kartu/sertifikat dalam bentuk fisik). Informasi lengkap terkait syarat dan ketentuan perjalanan dengan KA dapat dilakukan pengecekan via link  https://t.co/Gex6hLrT8U. Trims. |2;dibuktikan dengan aplikasi peduli lindungi atau kartusertifikat dalam bentuk fisik informasi lengkap terkait syarat dan ketentuan perjalanan dengan ka dapat dilakukan pengecekan via link trims
3297;Positif;Syg! Paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt? Soalnya aku dosis 1nya di cirebon,trs skrg ngerantau ke garut, untk dosis 2 di pedulilindungi hrsnya di crbn,tp kalo pulang hanya utk paksin kan gmn ya capek dijalanð­ wahyu;syg paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt soalnya aku dosis nya di cirebontrs skrg ngerantau ke garut untk dosis di pedulilindungi hrsnya di crbntp kalo pulang hanya utk paksin kan gmn ya capek dijalan wahyu
3298;Positif;Jujur seneng gini sih kemana2 scan PeduliLindungi walaupun repot sebagai vaksinator aku bangga ð;jujur seneng gini sih kemana scan pedulilindungi walaupun repot sebagai vaksinator aku bangga
3299;Positif;PeduliLindungi kini terintegrasi dengan aplikasi Grab. Berikut value proposition yang ditawarkan.   https://t.co/85esualUOL;pedulilindungi kini terintegrasi dengan aplikasi grab berikut value proposition yang ditawarkan
3300;Positif;ini gimana sih maksud nya peduli lindungi? Kenapa ga bisa di klik bawah nya? Hp aku kurang gede ya layar nya?:') Ku ga paham salah hp aku apa salah aplikasi nyað  https://t.co/GPSWjociAB;ini gimana sih maksud nya peduli lindungi kenapa ga bisa di klik bawah nya hp aku kurang gede ya layar nya ku ga paham salah hp aku apa salah aplikasi nya
3301;Positif;@menfesssyg liat di peduli lindungi cb nder;liat di peduli lindungi cb nder
3302;Positif;@PLindungi Min, kalo no hp hangus, gmn cara login ke aplikasi? Kl daftar ulang ga terkonek..;min kalo no hp hangus gmn cara login ke aplikasi kl daftar ulang ga terkonek
3303;Positif;@rosteanne @everywon_oow Kamu aplikasi pedulilindungi;oow kamu aplikasi pedulilindungi
3304;Positif;@collegemenfess Baru banget kemarin hari minggu aku kesana, gak terlalu rame sih karna kan per hari pengunjungnya dibatasin cuma 2k. Aku dateng jam 11an, kalo untuk regist langsung datang sama scan barcode peduli lindungi udah;baru banget kemarin hari minggu aku kesana gak terlalu rame sih karna kan per hari pengunjungnya dibatasin cuma  aku dateng jam an kalo untuk regist langsung datang sama scan barcode peduli lindungi udah
3305;Positif;@gobforgold aku baca di  https://t.co/FzbYQIYoGD yg penting bukti di pedulilindungi aja gt;aku baca di yg penting bukti di pedulilindungi aja gt
3306;Positif;gais mau tanya, antigen buat kereta kalo misal bukan yg listed by pedulilindungi harus ttp di lampirkan kan ya pas boarding?;gais mau tanya antigen buat kereta kalo misal bukan yg listed by pedulilindungi harus ttp di lampirkan kan ya pas boarding
3307;Positif;@chellastudy @sourstudies Dateng aja nanti di pintu masuk scan pedulilindungi. Udh deh. Jgn lupa bikin kartu keanggotaan jg yak;dateng aja nanti di pintu masuk scan pedulilindungi udh deh jgn lupa bikin kartu keanggotaan jg yak
3308;Positif;@PLindungi ,mau tanya min,,punya saya sertifikat vaksin tidak muncul;mau tanya minpunya saya sertifikat vaksin tidak muncul
3309;Positif;@wqoonie ngantri check in peduli lindungi ya...;ngantri check in peduli lindungi ya
3310;Positif;@idwiki tapi itu semua sdh terwakili oleh peduli lindungi yag...?;tapi itu semua sdh terwakili oleh peduli lindungi yag
3311;Positif;@_juut Bisa cek ke faskes terdekat untuk tau siapa yang pakai NIK mu. Setelah tau nama dan no hp nya, bisa langsung dihubungi, dan minta tolong orangnya kirim email ke peduli lindungi untuk memperbaiki data di sertifikat vaksinnya. Setelah perbaikan data ;juut bisa cek ke faskes terdekat untuk tau siapa yang pakai nik mu setelah tau nama dan no hp nya bisa langsung dihubungi dan minta tolong orangnya kirim email ke peduli lindungi untuk memperbaiki data di sertifikat vaksinnya setelah perbaikan data
3312;Positif;Perlu scan PeduliLindungi dulu nggak?  Nggak punya pedulilindungi punyanya  https://t.co/nhIZdXNuK8;perlu scan pedulilindungi dulu nggak nggak punya pedulilindungi punyanya
3313;Positif;Perlu scan PeduliLindungi dulu nggak?;perlu scan pedulilindungi dulu nggak
3314;Positif;Beberapa tempat hiburan malam hingga rumah makan dan kafe yang menjadi tempat keramaian belum menerapkan pemasangan barcode aplikasi PeduliLindungi seperti yang diwajibkan Pemerintah Kota (Pemkot) Kendari dalam pencegahan Covid-19.   https://t.co/KtoSBJEEhT;beberapa tempat hiburan malam hingga rumah makan dan kafe yang menjadi tempat keramaian belum menerapkan pemasangan barcode aplikasi pedulilindungi seperti yang diwajibkan pemerintah kota pemkot kendari dalam pencegahan covid
3315;Positif;#RekanCommuters yang ingin naik KRL diwajibkan menunjukkan sertifikat vaksin melalui aplikasi Peduli Lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital.  https://t.co/4fFXTafHsJ;yang ingin naik krl diwajibkan menunjukkan sertifikat vaksin melalui aplikasi peduli lindungi atau sertifikat vaksin dalam bentuk cetak maupun digital
3316;Positif;Bu kopinya,baru yah. Oya bu, tuh kartu peduli lundungi buar cabut aja,ckp masker. Maduk mol,pasar,naik kereta pesawat harus pake peduli lindungi.saya pikir cukup vaksin dan masker, itu aja hehe;bu kopinyabaru yah oya bu tuh kartu peduli lundungi buar cabut ajackp masker maduk molpasarnaik kereta pesawat harus pake peduli lindungisaya pikir cukup vaksin dan masker itu aja hehe
3317;Positif;@agiladity @sbyfess mksde check in peduli lindungi kan ya;mksde check in peduli lindungi kan ya
3318;Positif;Akhirnya dg terpaksa download pedulilindungi juga. Apa itu privacy? Sudah sejak lama kita tidak punya wkwk;akhirnya dg terpaksa download pedulilindungi juga apa itu privacy sudah sejak lama kita tidak punya wkwk
3319;Positif;@dr_koko28 Selama ini yg sdh vaksin juga tidak lupa berterima kasih ke yg blm vax. Yg blm di vaksin juga terbentengi dan dibatasi ruang geraknya lewat pedulilindungi.   Mereka sama2 melindungi.  Harusnya anda terus memberi edukasi bg keduanya. Bkn emote k;koko selama ini yg sdh vaksin juga tidak lupa berterima kasih ke yg blm vax yg blm di vaksin juga terbentengi dan dibatasi ruang geraknya lewat pedulilindungi mereka sama melindungi harusnya anda terus memberi edukasi bg keduanya bkn emote 
3320;Positif;@Crush0nOppa Peduli lindungi itu ya?;peduli lindungi itu ya
3321;Positif;@convomfs download apk peduli lindungi terus nanti masukin nomornya.;download apk peduli lindungi terus nanti masukin nomornya
3322;Positif;@KAI121 Sore kak, Mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan?  https://t.co/KpT5cBPl8l;sore kak mau nanya kalo hasil test antigen yg ada di pedulilindungi seperti ini bisa jadi bukti untuk perjalanan
3323;Positif;@detikcom Iya pamernya di pedulilindungi aja..;iya pamernya di pedulilindungi aja
3324;Positif;@KompasTV Coba Anies pakai aplikasi peduli lindungi! Mungkin dia akan aman dari virus virus KEMUNAFIKAN;coba anies pakai aplikasi peduli lindungi mungkin dia akan aman dari virus virus kemunafikan
3325;Positif;@hourlynass Uwaa kok bisa ya, udah di cek di peduli lindungi blm kak?;uwaa kok bisa ya udah di cek di peduli lindungi blm kak
3326;Positif;@RSUDKotaBogor untuk tes antigen persyaratan penerbangan domestik, berapa lama hasilnya diperoleh, apakah sudah terhubung dgn aplikasi pedulilindungi?;untuk tes antigen persyaratan penerbangan domestik berapa lama hasilnya diperoleh apakah sudah terhubung dgn aplikasi pedulilindungi
3327;Positif;@jaesikimnida lah kok gitu? coba cek di aplikasi peduli lindungi kak, biasanya ada sertif nya disitu;lah kok gitu coba cek di aplikasi peduli lindungi kak biasanya ada sertif nya disitu
3328;Positif;@convomfs download di pedulilindungi;download di pedulilindungi
3329;Positif;#SelamatPetangJogja l #TribunJogja l Penggunaan QR Code PeduliLindungi Menurun, Dispar DIY Tinjau Ulang Destinasi-Destinasi Wisata #Radio #SonoraFMYogyakarta;  penggunaan qr code pedulilindungi menurun dispar diy tinjau ulang destinasidestinasi wisata
3330;Positif;@convomfs apk peduli lindungi;apk peduli lindungi
3331;Positif;@convomfs buka web atau aplikasi pedulilindungi;buka web atau aplikasi pedulilindungi
3332;Positif;@convomfs cek di apk pedulilindungi nder;cek di apk pedulilindungi nder
3333;Positif;@convomfs di apk peduli lindungi;di apk peduli lindungi
3334;Positif;@convomfs Di apk pedulilindungi kan?;di apk pedulilindungi kan
3335;Positif;@eg0death_ app pedulilindungi;app pedulilindungi
3336;Positif;pake toilet spbu pake pedulilindungi.;pake toilet spbu pake pedulilindungi
3337;Positif;Lakukan Scan Barcode Peduli Lindungi, 149 Penumpang Kapal dari Pelabuhan Kaliadem Muara Angke Berangkat ke PulauÂ Seribu  https://t.co/JsQKUAucqa;lakukan scan barcode peduli lindungi penumpang kapal dari pelabuhan kaliadem muara angke berangkat ke pulauseribu
3338;Positif;@heyyfen Pelaku perjalanan juga wajib menunjukkan hasil negatif RT-PCR yang sampelnya diambil dalam kurun waktu 3x24 jam sebelum keberangkatan serta mengisi e-HAC Indonesia pada aplikasi Peduli Lindungi. Tks-Suci (2/2);pelaku perjalanan juga wajib menunjukkan hasil negatif rtpcr yang sampelnya diambil dalam kurun waktu  jam sebelum keberangkatan serta mengisi ehac indonesia pada aplikasi peduli lindungi tkssuci
3339;Positif;@bertanyarl Kemarin gue gak dicek, cuma check in pedulilindungi;kemarin gue gak dicek cuma check in pedulilindungi
3340;Positif;@gkduluuuu Peduli lindungi ð;peduli lindungi
3341;Positif;"Polres Dumai Menerapkan Scan QR Aplikasi ""PeduliLindungi"" pada pintu masuk Mapolres Dumai, diberlakukan bagi personil Polri dan Masyarakat. Kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran Covid-19  https://t.co/qz9KhToi4Q";polres dumai menerapkan scan qr aplikasi pedulilindungi pada pintu masuk mapolres dumai diberlakukan bagi personil polri dan masyarakat kebijakan ini dilakukan sebagai upaya mendukung pemerintah dalam menekan penyebaran covid
3342;Positif;@18fessss Kaga..selama lo instal Peduli Lindungi;kagaselama lo instal peduli lindungi
3343;Positif;@callmesaaaaa dari aplikasi PeduliLindungi atau kartu vaksinasi, minimal dosis pertama. Informasi lengkap mengenai syarat dan ketentuan calon penumpang KA silakan cek link berikut  https://t.co/Gex6hLrT8U. Tks. |2;dari aplikasi pedulilindungi atau kartu vaksinasi minimal dosis pertama informasi lengkap mengenai syarat dan ketentuan calon penumpang ka silakan cek link berikut tks
3344;Positif;@bertanyarl engga sih di kota ku 1 kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi;engga sih di kota ku kali vaksin udah bisa yg penting terdaftar aja di peduli lindungi
3345;Positif;@bertanyarl engga, pas masuk cuma check in di pedulilindungi;engga pas masuk cuma check in di pedulilindungi
3346;Positif;@adenzein93 Penumpang wajib sudah vaksinasi minimal dosis pertama, dibuktikan dengan menunjukkan aplikasi PeduliLindungi atau sertifikat/kartu vaksin. Info persyaratan lengkap silakan cek tautan  https://t.co/Gex6hLrT8U. Trims. |2;penumpang wajib sudah vaksinasi minimal dosis pertama dibuktikan dengan menunjukkan aplikasi pedulilindungi atau sertifikatkartu vaksin info persyaratan lengkap silakan cek tautan trims
3347;Positif;Lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi ððððð;lagian bukan kirim foto hasil kalapnya malah ss scan checkin di peduli lindungi
3348;Positif;@renzumaky @PLindungi kira kira kaya gini hehe, nanti diisi dulu itu trs pencet simpan, kalo masih gabisa berarti peduli lindungi nya yg error, punyaku awalnya kaya gt, pas aku coba ini udh lgsg bisa kokk  https://t.co/vl7Vxj0fYm;kira kira kaya gini hehe nanti diisi dulu itu trs pencet simpan kalo masih gabisa berarti peduli lindungi nya yg error punyaku awalnya kaya gt pas aku coba ini udh lgsg bisa kokk
3349;Positif;@pandji Lah, dia kan kalo belanja biasanya di tanah abang, ngapain pakek peduli lindungi???;lah dia kan kalo belanja biasanya di tanah abang ngapain pakek peduli lindungi
3350;Positif;@gesaahhh Iya benar ka, langsung datang dan scan QRCode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasið¤;iya benar ka langsung datang dan scan qrcode menggunakan aplikasi peduli lindungi atau apps lain yang terintegrasi
3351;Positif;Iseng2 buka setting, ternyata PeduliLindungi selain tersedia dalam bahasa Indonesia dan Inggris, juga tersedia dalam 5 bahasa lainnya.  Keren sih, dan translatenya lumayan on-point (untuk Russian yang saya coba)â¦  https://t.co/oWx5Irtonu;iseng buka setting ternyata pedulilindungi selain tersedia dalam bahasa indonesia dan inggris juga tersedia dalam bahasa lainnya keren sih dan translatenya lumayan onpoint untuk russian yang saya coba
3352;Positif;@asdp191 Step nya gimana sebelum penyebrangan? Apa harus tetap validasi hasil dulu di Terminal Sri Tanjung sebelum ke pelabuhan Ketapang? Atau bisa langsung ke pelabuhan Ketapang bawa hasilnya? Kan sudah link dengan Peduli Lindungi.;step nya gimana sebelum penyebrangan apa harus tetap validasi hasil dulu di terminal sri tanjung sebelum ke pelabuhan ketapang atau bisa langsung ke pelabuhan ketapang bawa hasilnya kan sudah link dengan peduli lindungi
3353;Positif;@perpusnas1 min mau tanya, berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga?;min mau tanya berarti kalau mau ke perpusnas hanya perlu scan qr pedulilindungi saja atau perlu daftar lewat website juga
3354;Positif;@contactap2 baik min, untuk hardcopy nya di print dari app peduli lindungi kah?  karena rumah sakit tempat saya antigen, sudah paperless;baik min untuk hardcopy nya di print dari app peduli lindungi kah karena rumah sakit tempat saya antigen sudah paperless
3355;Positif;@nathaliamwt Kamu masih di Jakbar kak? Quicktest enak... loh, lately aku kalo mau antigen kesana. Hasil juga cepet, dikirim via whatsapp &amp;kamu masih di jakbar kak quicktest enak loh lately aku kalo mau antigen kesana hasil juga cepet dikirim via whatsapp amp
3356;Positif;@row1599 Halo kak @row1599. Jika hasil RT-Antigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi, dihimbau penumpang juga mempersiapkan hasil RT-Antigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi. Tks. -Air;halo kak jika hasil rtantigen sudah terbit di peduli lindungi maka silahkan tunjukkan via aplikasi dihimbau penumpang juga mempersiapkan hasil rtantigen dlm bentuk hardcopy utk antisipasi jika terjadi kendala pada aplikasi tks air
3357;Positif;@mikylaicel @PLindungi sdh semua pdhl kn aneh, dl stlh vaksin ke 2 petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs;sdh semua pdhl kn aneh dl stlh vaksin ke petugasnta blng kl kartu vaksin sy tdk dpt di print kn konyol sekali sdngkn yg lain bs
3358;Positif;@contactap2 selamat sore, min untuk RT antigen, apa wajib diprint ? karena hasilnya masuk di aplikasi peduli lindungi;selamat sore min untuk rt antigen apa wajib diprint karena hasilnya masuk di aplikasi peduli lindungi
3359;Positif;@infomadanggeden Tambahi aplikasi pedulilindungi, tanpa itu km gabisa kemana mana;tambahi aplikasi pedulilindungi tanpa itu km gabisa kemana mana
3360;Positif;kayak lagi nunjukin pedulilindungi pas mau masuk mall;kayak lagi nunjukin pedulilindungi pas mau masuk mall
3361;Positif;Ke Deli park ternyata harus scan aplikasi pedulilindungi ya.. untung udah vaksin;ke deli park ternyata harus scan aplikasi pedulilindungi ya untung udah vaksin
3362;Positif;Sasar Kartu Vaksin dan Aplikasi Peduli Lindungi, Gabungan Ops Zebra Agung 2021 Gelar Razia  https://t.co/sE9OZYhg6A;sasar kartu vaksin dan aplikasi peduli lindungi gabungan ops zebra agung gelar razia
3363;Positif;"tadi gw hampir ga dibolehin masuk mall gara"" gabisa login peduli lindungi shshshsh malu woi ð­";tadi gw hampir ga dibolehin masuk mall gara gabisa login peduli lindungi shshshsh malu woi
3364;Positif;Mohon untuk mengisi formulir e-HAC melalui aplikasi PeduliLindungi.  Untuk kemudahan seputar informasi penerbangan di bandara yang dikelola Angkasa Pura II dapat di cek melalui aplikasi Travelin, silakan di unduh melalui play store/app store. (2). Terima kasih. -Saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski
3365;Positif;Nggak, cukup download aplikasi pedulilindungi.   Mending uang nya kamu beliin masker sama hand sanitizer saja, lebih berguna. ððð;nggak cukup download aplikasi pedulilindungi mending uang nya kamu beliin masker sama hand sanitizer saja lebih berguna
3366;Positif;Fyi scan barcode pedulilindungi pake aplikasi Grab enak bgt;fyi scan barcode pedulilindungi pake aplikasi grab enak bgt
3367;Positif;@18fessss Yang berguna tuh install aplikasi peduli lindungi. Karena hampir semua tempat di jakarta kaya cafe, hotel, stasiun, mall harus check in menggunakan aplikasi tersebut.;yang berguna tuh install aplikasi peduli lindungi karena hampir semua tempat di jakarta kaya cafe hotel stasiun mall harus check in menggunakan aplikasi tersebut
3368;Positif;Mohon untuk mengisi formulir e-HAC melalui aplikasi PeduliLindungi.  Untuk kemudahan seputar informasi penerbangan di bandara yang dikelola Angkasa Pura II dapat di cek melalui aplikasi Travelin, silakan di unduh melalui play store/app store. (4). Terima kasih.  -Saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski
3369;Positif;@sygfess ga.. skrng apa apa sqan dlu w kepancing viral aja toh dr peduli lindungi ketauan jg klo dh vaksin ato egk;ga skrng apa apa sqan dlu  kepancing viral aja toh dr peduli lindungi ketauan jg klo dh vaksin ato egk
3370;Positif;Barcode PeduliLindungi di Tempat Hiburan Malam Sudah Terpasang 70 Persen  https://t.co/tLg3o0VqrF;barcode pedulilindungi di tempat hiburan malam sudah terpasang persen
3371;Positif;@sandiuno sebagai orang jawa timur saya salut sama orang2 bali,tidak bengak bengok walau kran kunjungan di tutup dengan rapit test dipelabuhan ,mbok ya di samakan msk bali pakai kartu pedulilindungi saja pak menteri,niki wa sy 085204888999 tak ajari 20tau;sebagai orang jawa timur saya salut sama orang balitidak bengak bengok walau kran kunjungan di tutup dengan rapit test dipelabuhan mbok ya di samakan msk bali pakai kartu pedulilindungi saja pak menteriniki wa sy tak ajari tau
3372;Positif;@sprinxleday @kebabhihi @estehespresso Udah, dan kudu login pedulilindungi dulu kalo mau masuk sana  https://t.co/Ugm09SOaUe;udah dan kudu login pedulilindungi dulu kalo mau masuk sana
3373;Positif;5. Pengunjung diwajibkan mengisi buku tamu dan memindai kode QR PeduliLindungi di pintu masuk dan pintu keluar museum  #pameran #DesasDesusProklamasi #munasprok #Pahlawan #SejarahPerjuangan #NovemberRAIN #Munasprok29th;pengunjung diwajibkan mengisi buku tamu dan memindai kode qr pedulilindungi di pintu masuk dan pintu keluar museum
3374;Positif;@Rendyagustinus @PLindungi Aku tadi jg gt trz aku hapuz apps trz aku downloud lagi dr awal lg baru bs dan muncul sertifikat vaksin d apps peduli lindung vaksin aku d luar negri;aku tadi jg gt trz aku hapuz apps trz aku downloud lagi dr awal lg baru bs dan muncul sertifikat vaksin  apps peduli lindung vaksin aku  luar negri
3375;Positif;Keren ya slogan peduli lindungi  *Melindungi dari Covid*  Berarti gak usah Divaksin, gak usah PCR.. cukup dengan memasang aplikasi nya ðð;keren ya slogan peduli lindungi melindungi dari covid berarti gak usah divaksin gak usah pcr cukup dengan memasang aplikasi nya
3376;Positif;@chaeunwooi @AnikMilla @KemenkesRI Emg ada yg lokasi vaksin gak ngasih kartu bukti vaksin.yg penting ada sertifikatnya di pedulilindungi..nanti vaksin 2 bisa cari di lokasi lain.lebih dr jadwal gpo;emg ada yg lokasi vaksin gak ngasih kartu bukti vaksinyg penting ada sertifikatnya di pedulilindunginanti vaksin bisa cari di lokasi lainlebih dr jadwal gpo
3377;Positif;@dr_koko28 silakan vaksin sampe dosis 8 ditambah booster shot. karena nantinya peduli lindungi tdk lagi menerima org yg hanya dosis 2. di saat itu lah masyarakat akan bangkit melawan kebijakan pandemi yg memaksa. bahkan bnyk nakes ikut muak sprt nakes neg;koko silakan vaksin sampe dosis ditambah booster shot karena nantinya peduli lindungi tdk lagi menerima org yg hanya dosis di saat itu lah masyarakat akan bangkit melawan kebijakan pandemi yg memaksa bahkan bnyk nakes ikut muak sprt nakes neg
3378;Positif;Sosialisasi aplikasi peduli lindungi  https://t.co/lkNDdOEpG1;sosialisasi aplikasi peduli lindungi
3379;Positif;@GilangJuragan99 sering terjadi, kalo ngga nyasar ke traveloka ya ke pedulilindungi begitupun sebaliknya;sering terjadi kalo ngga nyasar ke traveloka ya ke pedulilindungi begitupun sebaliknya
3380;Positif;@UNSfess_ yg kepake buat akses kemana2 lebih ke peduli lindungi sih. waktu itu ada yg masuk mall bawa kartu vaksin ga diliat jg sm satpamnya karna dia mintanya scan peduli lindungi;yg kepake buat akses kemana lebih ke peduli lindungi sih waktu itu ada yg masuk mall bawa kartu vaksin ga diliat jg sm satpamnya karna dia mintanya scan peduli lindungi
3381;Positif;-11fess Cetak sertifikat vaksin jadi kartu gitu perlu nggak sih? aku disuruh bapak buat cetak sertif vaksin tapi aku was-was karena dulu sempet ada berita pemalsuan. Lagipula aku juga udah ada aplikasi peduli lindungi;fess cetak sertifikat vaksin jadi kartu gitu perlu nggak sih aku disuruh bapak buat cetak sertif vaksin tapi aku waswas karena dulu sempet ada berita pemalsuan lagipula aku juga udah ada aplikasi peduli lindungi
3382;Positif;@auliaafriza atau RT-Antigen negatif dengan masa berlaku 1x24 dengan ketentuan sudah melakukan vaksin dosis kedua. Serta mengisi e-HAC pada aplikasi Peduli Lindungi. Tks. -Airin (2);atau rtantigen negatif dengan masa berlaku  dengan ketentuan sudah melakukan vaksin dosis kedua serta mengisi ehac pada aplikasi peduli lindungi tks airin
3383;Positif;sudah download peduli lindungi masi aja ada yang nyakitin;sudah download peduli lindungi masi aja ada yang nyakitin
3384;Positif;@__IcaLDjoentak atau RT-Antigen negatif dengan masa berlaku 1x24 dengan ketentuan sudah melakukan vaksin dosis kedua. Serta mengisi e-HAC pada aplikasi Peduli Lindungi. Untuk syarat penerbangan di akhir Desember/awal januari blm dapat dipastikan, silahkan;icaldjoentak atau rtantigen negatif dengan masa berlaku  dengan ketentuan sudah melakukan vaksin dosis kedua serta mengisi ehac pada aplikasi peduli lindungi untuk syarat penerbangan di akhir desemberawal januari blm dapat dipastikan silahkan
3385;Positif;@bertanyarl Lahð­ð­ konsultasiin ke dokter sekarang gih, atay ke satgas covid, pake pedulilindungi kayanya bisa.;lah konsultasiin ke dokter sekarang gih atay ke satgas covid pake pedulilindungi kayanya bisa
3386;Positif;CARA MENGGUNAKAN APLIKASI PEDULI LINDUNGI   Link YouTube:  https://t.co/sNwzIzBg5q  https://t.co/97qDMpmy96;cara menggunakan aplikasi peduli lindungi link youtube
3387;Positif;"Check out Para Karyawan/Karyawati melalui Aplikasi "" Pedulilindungi ""  #JatengGayeng  #JatengLawanCorona   @ganjarpranowo @TajYasinMZ @provjateng @dprdjatengprov @dpubmckjateng @bptj_cilacap  https://t.co/1iCxjxiGPu";check out para karyawankaryawati melalui aplikasi pedulilindungi cilacap
3388;Positif;sama kayak kemarin aku baru install peduli lindungi tp lg gak jalan2 ke mall. pajak pagi apa gada scan2 barcode ya?;sama kayak kemarin aku baru install peduli lindungi tp lg gak jalan ke mall pajak pagi apa gada scan barcode ya
3389;Positif;@94EVERSINCENY Blm nemu peduli lindungi di gojek;blm nemu peduli lindungi di gojek
3390;Positif;Aplikasi pedulilindungi akan memberi manfaat maksimal bagi para penggunanya jika saat mobilitas keluar rumah.   #PentingnyaVaksinasiKuatkanImun #IkhtiarAtasiPandemi  https://t.co/4LH6wzFnrJ;aplikasi pedulilindungi akan memberi manfaat maksimal bagi para penggunanya jika saat mobilitas keluar rumah
3391;Positif;Bingung juga waktu pengen buka Twitter malah suruh scan. Ternyata pedulilindungi.;bingung juga waktu pengen buka twitter malah suruh scan ternyata pedulilindungi
3392;Positif;@NurRnurhakim87 Halo kak. Seluruh pelanggan Transjakarta wajib menunjukkan sertifikat vaksin Covid-19 untuk dapat mengakses seluruh layanan Transjakarta, baik melalui aplikasi Jaki, PeduliLindungi, dan/atau sertifikat vaksin yang dikeluarkan oleh lembaga ;halo kak seluruh pelanggan transjakarta wajib menunjukkan sertifikat vaksin covid untuk dapat mengakses seluruh layanan transjakarta baik melalui aplikasi jaki pedulilindungi danatau sertifikat vaksin yang dikeluarkan oleh lembaga
3393;Positif;@NurRnurhakim87 Namun, kami sarankan untuk dapat menginstal aplikasi JAKI/PeduliLindungi dan menggunakan Scan QR Code untuk dapat melakukan perjalanan menggunakan MRT Jakarta. Terima kasih.;namun kami sarankan untuk dapat menginstal aplikasi jakipedulilindungi dan menggunakan scan qr code untuk dapat melakukan perjalanan menggunakan mrt jakarta terima kasih
3394;Positif;@BWwithvandrev @convomf peduli lindungi;peduli lindungi
3395;Positif;@NurRnurhakim87 Hai, Kak. Jika mengalami kendala menggunakan scan QR code di aplikasi JAKI/PeduliLindungi, Kakak masih dapat melakukan perjalanan dengan menunjukkan bukti status telah divaksin pada aplikasi JAKI/PeduliLindungi.;hai kak jika mengalami kendala menggunakan scan qr code di aplikasi jakipedulilindungi kakak masih dapat melakukan perjalanan dengan menunjukkan bukti status telah divaksin pada aplikasi jakipedulilindungi
3396;Positif;Mohon untuk mengisi formulir e-HAC melalui aplikasi PeduliLindungi.  Untuk kemudahan seputar informasi penerbangan di bandara yang dikelola Angkasa Pura II dapat di cek melalui aplikasi Travelin, silakan di unduh melalui play store/app store. (3). Terima kasih. -Saski;mohon untuk mengisi formulir ehac melalui aplikasi pedulilindungi untuk kemudahan seputar informasi penerbangan di bandara yang dikelola angkasa pura ii dapat di cek melalui aplikasi travelin silakan di unduh melalui play storeapp store terima kasih saski
3397;Positif;@94EVERSINCENY tergantung yang jaga boleh apa ngga, pedulilindungi kan suka lambat/error ya trus kadang sinyal jg nah biasanya boleh nunjukkin sertif doang;tergantung yang jaga boleh apa ngga pedulilindungi kan suka lambaterror ya trus kadang sinyal jg nah biasanya boleh nunjukkin sertif doang
3398;Positif;@Flying_bird0510 0ake peduli lindungi g bang;bird ake peduli lindungi  bang
